source_db,old_paper_id,old_title,new_paper_id
db1,171,Robotic Wheelchair Platform Navigation,7c121600-f749-5311-a333-2e2118b98e6c
db1,172,Unified User Interface Development,65d1d64e-70e0-51b6-9c30-ba0a92e356fd
db1,173,Unifying Toolkit programming Layers: a Multi-purpose Toolkit Integration Module,09eb544b-6e80-5f76-b649-bd246447b7d0
db1,174,Designing user-adapted interfaces: The unified design method for transformable interactions,f8473358-dac7-5d89-b771-f91dd54594ad
db1,175,Abstract Task Definition and Incremental Polymorphic Physical Instantiation: The Unified Interface Design Method,f7451058-d179-51d5-b31b-f6dfb41360e5
db1,176,Agent Classes For Managing Dialogue Control Specification Complexity: A Declarative Language Framework,e0122d6a-4678-5dca-9804-853c70bee97c
db1,177,Interface Design for Disabled People: Eliciting User Centred Design Constraints,ce7df2b4-1224-5298-be72-4a4e13eb9e00
db1,178,Embedding Scanning Techniques Accessible to Motor-Impaired users in the WINDOWS Object Library,fdf54359-05fe-5e24-a91c-03d260a33416
db1,179,User Interface Accessibility: A Retrospective of Current Standardisation Efforts,15988130-c89d-5c3c-9355-3f4964d959d5
db1,180,Towards the Next Generation of UIST: Developing for all Users,e650d2e0-e6d2-5ae9-b3bd-7ae684469158
db1,181,Software Architecture for Transformable Interface Implementations: Building User-Adapted Interactions,44579921-449f-5c47-9253-72aa87db8e1e
db1,182,Unifying and Merging Toolkits: A Multi-Purpose Toolkit Integration Engine,870b7fd7-9a8d-51dd-90e5-5c2e4f9ca0b3
db1,183,User Interfaces for All (UI4ALL): Developing Interfaces for diverse User Groups,2540b86b-fb57-5f01-a9ad-6f35bdd57977
db1,184,Vocabulary Management in Modular Interpersonal Communication Aids,f5298e00-5311-5ab7-a136-7814401c6ce9
db1,185,Universal accessibility & standardisation: New opportunities and prospects,90f72917-64ac-5182-9f3c-b19889c4b4ac
db1,186,Unified Interface Development : A step towards User Interfaces for All,902e7b38-6368-5a88-aa47-44e26fee03a5
db1,187,Strategies for Integrating Universal Access Technologies in prevailing User Interface Software Architectures,2020dea9-3c5c-5b08-88fd-19a79f1a8966
db1,189,Rehabilitation in Europe,474be718-0c65-5b4d-b0d5-54e8977c11c3
db1,190,Propagating Human Factors Knowledge to User Interface Development,c4d86562-71df-5325-8189-970d1c9798f4
db1,191,Encapsulating Multi-layer Interface Architectures within the Component-Based Development Paradigm,856d8958-8987-5e15-a662-3467e4cf27ab
db1,192,Metaphor Fusion in Non-Visual Interaction,06f518e4-0576-518c-92fd-56199e18496b
db1,193,Task awareness versus task orientation: Comparing two perspectives to user interface design,6ab77ca0-4d15-5ad6-aa2a-059ffe5e1450
db1,194,"Proceedings of the 1st ERCIM Workshop on ""Towards User Interfaces for All: Current efforts and future trends""",4648e56d-0348-59f6-8ecc-f7e4be9c4c6f
db1,195,"The demand, supply and provision system of the rehabilitation Technology market in Europe: a modelling perspective",bd8381fc-c38d-5712-aecd-3b1116e51665
db1,197,Addressing Cultural Diversity Through Unified Interface Development,ab6273c9-b515-5b92-83c4-55fbe68bc3ef
db1,198,Access to Pictorial Information by Blind People,f5d37768-16a2-5aa6-9620-ab908c082632
db1,199,Designing for Accessibility: Reflections on the use of Human Factors Design Guidelines,0c0215a7-326f-5edb-aab1-165e90132b0b
db1,200,ERCIM Collaborative Interaction Design Toolset,5eb30716-d662-5159-897a-cc4980386092
db1,201,Interaction in an ERCIM Virtual Laboratory,ace88740-bea5-5276-a211-3988fb7b08c9
db1,202,The AVANTI Web Browser,2bcf47d3-8635-54ac-97a1-127f55b53992
db1,203,"Impediments to designing and developing for accesibility, accomodation and high quality interaction",5cc461a1-328c-58d1-a572-b18782f23345
db1,204,"Unified manipulation of interaction objects: integration, augmentation, expansion and abstraction",64c36039-559f-5e3b-a4f3-5edbfbf4a65b
db1,205,Supporting Interface Adaptation: The AVANTI Web-Browser,dc0b05da-773c-59bf-bd41-1c9865010ef6
db1,207,"Proceedings of the 3rd ERCIM Workshop on ""User Interfaces for All""",71e6d0c8-1348-5b60-bd19-27f669623b13
db1,208,"Proceedings of the 2nd ERCIM Workshop on ""User Interfaces for All""",719a5dff-d289-5334-9147-3d331ae629c5
db1,209,The HOMER UIMS for Dual User Interface Development: Fusing Visual and Non-visual Interactions,98d19a01-b1db-582b-997e-42e8a3b80a5f
db1,210,Integrated Support for Working With Guidelines: The Sherlock Guideline Management System,d1da82fa-7837-5968-b0b4-deee98c0537c
db1,211,Encapsulating intelligent interactive behaviour in unified interface artefacts,b4b7c7bb-d213-5934-b1e1-34f340904391
db1,212,Propagating experience-based accessibility guidelines to user-interface development,1396512f-c382-5347-b814-9afff84654a9
db1,215,Unified Interface Development: Tools for Constructing Accessible and Usable User Interfaces,61d9512d-dd29-53cc-a300-5c18a1fe3235
db1,216,Generic Containers for Metaphor Fusion in Non-Visual Interaction: The HAWK Interface Toolkit,fdf8d6f1-4e5b-582f-beff-c7eb5537ebab
db1,217,Augmenting the Windows Object  Library with Embedded Scanning Techniques for Motor-Impaired User Access,e00f107d-6e73-56a9-92a7-a3bdcd4b662a
db1,218,ERCIM Workshop on User Interfaces for All,55c59648-d0a4-5081-8846-628b7e359b67
db1,219,Implementation of Terminal Adaptations,c4959269-49b2-530d-ba43-84f33f168fe9
db1,220,Report on Rules,a8cfa17b-6e69-57ec-abc8-9374dde640d4
db1,221,"Τελική 'Εκθεση Προόδου Εργασιών, έτους 1996, σχετικά με την ανάπτυξη και λειτουργία του Ευρωπαϊκού Πληροφοριακού Συστήματος HANDYNET στην Ελλάδα",62d12439-8873-53d0-857d-96352479a8ef
db1,222,Report on issues in economics and management of the new technologies in the European Rehabilitation Technology market: The case study of the ACCESS project,e2acb380-21ab-5bc9-939f-05749a39d94d
db1,223,Report on issues in Standardisation,b20b3956-b2e8-5b86-8c8d-715498888a73
db1,224,Final Report on the I-GET  tool,29c5ed40-7556-5f4f-b82f-6058866a04d7
db1,225,Report on accessibility,25b2b49b-57d0-59c9-a562-aa06176c3164
db1,226,Report on evaluation strategy and methodology in ACCESS,1bb1eba6-8f3d-5bc6-a4bc-d04735a29da0
db1,227,Draft Report on the I-GET Tool,241c06cb-30ed-591c-921c-13dd87bb05d8
db1,228,Selection of terminals and terminal adaptations,a57552fc-e40a-5f2a-8c25-5e94569ab68e
db1,229,"'Εκθεση Προόδου Εργασιών, έτους 1995, σχετικά με την ανάπτυξη του Ευρωπαϊκού Πληροφοριακού Συστήματος HANDYNET στην Ελλάδα.",e4d43f9e-9bb3-5548-8dd0-60ba0054d151
db1,230,Final Report on G-INSPEC,db39d733-e13d-556f-bb3c-58049ddfc4cc
db1,231,Final Report on the USE-IT tool,311c8ffc-2e5c-5ceb-98d2-2207c3f20409
db1,232,Report on the integration of target platforms,010b57f4-491c-5d87-a621-5b2ba5c2cb39
db1,233,Draft report on G-DISPEC,1a2854ce-fde3-5bae-9141-024b39fef472
db1,234,Final report on the implementation of the PIM tool,df31f627-dd1f-5f2a-a521-2832dd196c22
db1,235,Development of the tools for Workpackage 1,14b5ce92-e6a5-5f2d-aafc-752e218d6356
db1,236,Development of the tools for Workpackage 1,14b5ce92-e6a5-5f2d-aafc-752e218d6356
db1,237,Final report on foreseen products,a20a58ed-4b47-546f-a4ad-11fcd0b1f202
db1,238,"Draft Report on the Specification of  formal descriptions of user characteristics and dialogue design for speech-motor and language cognitive impaired users, PART B = Dialogue Design",b40ce747-acfd-5bd0-a5b3-24ff7b8a62e1
db1,239,"Draft Report on the Specification of formal descriptions of user characteristics and dialogue design for speech-motor and language-cognitive impaired users, PART A = User Caharacteristics",b1695d20-395f-51a9-82ac-6d7843c78945
db1,240,Report on the Preliminary Design of the User Vocabularty Definition and Meaning Mapping Module,42271930-8f7f-51ff-9e99-6c96719feb7d
db1,241,Draft Report on the USE-IT tool,24b2cd67-9ea1-5fb9-a4cb-72da63f22f3a
db1,242,Draft Report on the implementation of the PIM tool,9b21160e-9d64-5e45-b198-7e0c37aa07e9
db1,243,Development of the tools for Workpackage 1,14b5ce92-e6a5-5f2d-aafc-752e218d6356
db1,244,"'Εκθεση Προόδου Εργασιών, έτους 1994, σχετικά με την ανάπτυξη του Ευρωπαϊκού Πληροφοριακού Συστήματος HANDYNET στην Ελλαδα.",afbc1830-8959-5b9d-8a97-da4290cd3b9f
db1,245,Demand Analysis: A quntitative approach,a7e3975e-c263-572b-9822-e8e9ced9707a
db1,246,"Final report on USER NEEDS, VOLUME II: Requirements of speech-motor and language-cognitive impaired users for Access to Communication Aids",454b45f6-9afb-5d21-b6ec-e27464c1c90d
db1,247,WP3: Assessment of access guaranteed by terminal adaptations,97875a10-8f95-5b7c-ae15-d7a3f1f028b3
db1,248,Identification of Special Services for PSN Users,e342cfa8-6c04-5827-bba3-65c5929aaa32
db1,249,Report on the experimental prototyping od applications,744ed63e-5f4e-50f4-bef0-20e9e1c73cfb
db1,250,Final Report on the Demonstrator in the framework of multimedia UIMS,f1e28717-bc80-5473-b4d7-2f73d8a7da92
db1,251,Report on the Xwindows demonstrator,09086619-24e0-53f6-8758-79a431539b01
db1,252,Assessment of the potential impact of technology Synergies and Technology Transfer in Rehabilitation Technology,f8fa40a1-1456-5313-a91d-81e933bc27b7
db1,253,Assessment of opportunities in favour of people with special needs in selected new technological fields,41881480-a87b-59ab-adfd-a04c86f60d2a
db1,254,Review of the current situation and assessment of future prospects of Rehabilitation Technology,4e4a4656-9a82-5aac-8731-6d3f62c65377
db1,255,Development of the tools for Workpackage I,0f277443-54af-5a3a-b1b2-591bffbb9e14
db1,256,Draft Report on Foressen Products,35fd4394-00c2-581a-842e-1dab06736713
db1,257,Two adapted terminal emulators for PSN and relevant documentation,d1fa9d26-e485-5143-ab02-2b7b4f27d6be
db1,258,Physical design and implementation of the information system demonstrator,3361a633-8932-5b52-851a-af6f6cabd51a
db1,259,Conceptual and logic design of the information system and technology assessment,f0559910-fc59-5b73-92ec-7f9c6dd2b879
db1,260,Draft report on the demonstrator in the framework of multimedia UIMS,452ade75-9a88-5107-bbb6-640b351154bb
db1,261,European Service Delivery Systms in Rehabilitation Technology,cb47df46-958a-5ef7-8519-945f34a49a69
db1,262,Implementation of PSN users to service interaction dialogues,b93b2d6d-28b0-5eb8-bb8c-2bb4fab52a4d
db1,263,Preliminary adaptation of two terminal emulators for PSN,ffed7daf-f017-51c6-914c-827ca0d545cf
db1,264,"Εξέταση των εκπαιδευτικών δυνατοτήτων και των αναγκών των Σχολικών Μονάδων Ειδικής Αγωγής της Περιφέρειας Κρήτης, Παραδοτέο Ι, Μέρος Α: Διεξαγωγή της έρευνας: Θεωρία, μεθοδολογία και Συλλογή Στοιχείων",33d2c307-d67a-5f1f-8ca6-cb681e2b6488
db1,265,"Εξέταση των εκπαιδευτικών δυνατοτήτων  και των αναγκών των Σχολικών Μονάδων Ειδικής Αγωγής της Περιφέρειας Κρήτης, Παραδοτέο Ι, Μέρος Β: Ανάλυση των αποτελεσμάτων",23f9e5ca-2086-5d0d-aeff-026fab6c6bcd
db1,266,"Εξέταση των εκπαιδευτικών δυνατοτήτων και αναγκών των Σχολικών Μονάδων Ειδικής Αγωγής της Περιφέρειας Κρήτης: Παραδοτέο Ι, Μέρος Γ: Περίληψη",166f2cec-9905-520f-8a5b-11827fa832b4
db1,267,Hardware and Software specifications of adapted terminal emulators for PSN,c5a674c1-2032-5dea-9f51-363fd9f2c2c0
db1,268,Two terminal emulators and relevant documentation,d9ba5758-4cb4-5cd0-956a-93342f18e6ff
db1,269,Hardware and Software specifications of the terminal emulator,e5b77a0d-ad9c-55e0-bd74-8a833bb2d195
db1,270,Ετήσια έκθεση προόδου εργασιών έτους 1992 για το πρόγραμμα HORIZON,ebd73e56-7146-58df-8eaf-2bf9c863705f
db1,271,Models of selected areas/segments within the Rehabiliatation Technology market,e5161f76-a1f5-520c-990e-0f02debeca4f
db1,272,A global scheme for na Information System for the Rehabilitation technology market,ad0ba03e-77f8-516e-a3fe-adb434b78473
