"PaperID","CnfJ","Project","Topic","Description","Title","Year","SoftCopy","HardCopy","Link","Accepted","CondAccepted","Submitted","UndSubmission","InPress","FullPaper","Abstract"
"30","Proceedings of other established international conferences","TIDE-GUIB","Accessibility","In E. Jacobsson (Ed.), Proceedings of the 2nd European Conference on the Advancement of Rehabilitation Technology (ECART 2), Stockholm, Sweden, 26-28 May 1993, 3 pages. Stockholm: Swedish Institute for the Handicapped.","Access by Blind People to Interaction Objects in MS Windows","1993","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@31be6b49","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"31","Proceedings of other established international conferences","TIDE-CORE","Modelling","In. E. Jacobsson (Ed), Proceedings of th 2nd European Conference on the Advancement of Rehabilitation Technology (ECART- 2), Stockholm, Sweden, 26-28 May 1993, 3 pages. Stockholm: Swedish Institute for the Handicapped.","Exploiting the value of modelling in the context of the rehabilitation Technology Market","1993","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@2e16b08d","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"32","Proceedings of other established international conferences","RACE","Accessibility","I2nd International Conference on Intelligence in Broadband  Services and Networks (IS&N '93) , Paris, France, November 1993, 11 pages.","Access to B-ISDN services by people with special needs: A Methodological Approach (11 pages)","1993","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@5b989dc7","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"33","Proceedings of other established international conferences","TIDE-CORE","Assistive Technology","In I. Placencia - Porreiro & R.P.  De la Bellacasa (Eds) 2nd TIDE Congress, Brussels, Belgium, 26-28 April 1995, pp. 195-198. Amsterdam: IOS Press.","European knowledge infrastructure for Assistive Technology","1995","FALSE","TRUE","null","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"34","Proceedings of other established international conferences","TIDE-CORE","Assistive Technology","In I. Placencia-Porreiro & R.P. de la Bellacasa (Eds) Proceedings of the 2nd TIDE Congress, Paris, France, 26-28 April 1995, pp. 159-162. Amsterdam: IOS Press.","Measuring the cost and benefits of emerging technologies in the rehabilitation field","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@70d8de","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"35","Proceedings of other established international conferences","TIDE-CORE","Technology Transfer","In I. Placencia-Porreiro & R.P. de la Bellacasa (Eds), Proceedings of the 2nd TIDE Congress, Paris, France, 26-28 April 1995, pp. 191-194. Amsterdam: IOS Press.","Technological Synergies and new product concepts: Policy issues in the transfer of  technology","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@42561fba","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"36","Proceedings of other established international conferences","TIDE-CORE","Assistive Technology","In I. Placencia-Porreiro & R.P. de la Bellacasa (Eds), Proceedings of the 2nd TIDE Congress, Paris, France, 26-28 April 1995, pp. 211-214. Amsterdam: IOS Press.","The use of analytical tools in analysing the demand of assistive technology products: the case of Alarm Telephones","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@595f4da5","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"37","Proceedings of other established international conferences","TIDE-ACCESS","User Interfaces","In I. Placencia-Porreiro & R.P. de la Bellacasa (Eds) Proceedings of the 2nd TIDE Congress, Paris, France, 26-28 April 1995, pp. 167-170. Amsterdam: IOS Press.","Tools for User Interfaces for all","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@46b695ec","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"38","Proceedings of major international conferences","TIDE-GUIB","Non-Visual Interaction","1995 ACM Conference on Human Factors in Computing Systems (CHI '95), Denver, Colorado, 7-11 May 1995, pp. 244-245 (Companion Proceedings). New York: ACM Press.","Building non-visual interaction through the development of the Rooms metaphor","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@408613cc","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"39","Proceedings of major international conferences","","User Interface Design","1995 ACM Conference on Human Factors in Computing Systems (CHI' 95), Denver, Colorado, 7-11 May 1995, pp. 106-113. New York: ACM Press.","Developing Dual User Interfaces for Integrating Blind and Sighted Users: the HOMER UIMS","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@325f7fa9","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"40","Proceedings of other established international conferences","RACE","Human-Computer Interaction","RESNA '95 Annual Conference, Vancouver, Canada, 9014 June 1995, pp.464-466. Washington: RESNA Press.","Voice-Tactile Interaction facilitating Blind User Access to an adapted Multimedia Retrieval Application","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@13cda7c9","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"41","Proceedings of other established international conferences","TIDE-GUIB","Non-Visual Interaction"," RESNA '95 Conference, Vancouver, Canada, 9-14 June 1995, pp. 467-469. Washington: RESNA Press.","Enhancing Non-visual Interaction in a Graphical Environment through a Screen Reader Configuration System","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@5aa6202e","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"42","Proceedings of other established international conferences","","User Interface Design","In Proceedings of RESNA '95 Annual Conference, Vancouver, Canada, 9-14 June 1995, pp. 431-433. Washington: RESNA Press.","Interface Design for Disabled Users: Eliciting User-Centered Constraints","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@3af9aa66","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"43","Proceedings of other established international conferences","","Graphical User Interfaces","In Proceedings of RESNA '95 Annual Conference, Vancouver, Canada, 9-14 June 1995, pp. 458-460. Washington: RESNA Press.","Integrating the Visual and Non-Visual Worlds: Developing User Interfaces","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@771158fb","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"44","Poster presentations in major or established international conferences","TIDE-GUIB","User Interface Design","Sixth International Conference on Human-Computer International (HCI International '95), Tokyo, Japan, 9-14 July 1995, pp.86","User-Centered Interface Design: Reusable models and UI Component Repositories","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@91c4a3f","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"45","Proceedings of major international conferences","RACE","Accessibility","In Y. Anzai, K. Ogawa & H. Mori (Eds), Symbiosis of Human and Artifact - Future Computing abd Design for Human-Computer Interaction [Proceedings of the 6th International Conference on Human-Computer Interaction (HCI International '95)], Tokyo, Japan, 9-14 July 1995, (vol. 2, pp. 923-928). Amsterdam: Elsevier, Elsevier Science.","INTERACT: An interface builder facilitating access to users with disabilities","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@62d0ac62","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"46","Proceedings of major international conferences","TIDE-GUIB","Non-Visual Interaction","In Y. Anzai, K. Ogawa & H. Mori (Eds), Symbiosis of Human and Artifact - Future Computing and Design for Human-Computer Interaction [Proceedings of the 6th International Conference on Human-Computer Interaction (HCI International '95), Tokyo, Japan, 9-14 July 1995, vol. 2. pp. 39-44. Amsterdam: Elsevier, Elsevier Science.","Tailoring Non-Visual Interaction in a Graphical Environment","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@150d80c4","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"47","Proceedings of major international conferences","TIDE-ACCESS","Modelling","In Y. Anzai, K. Ogawa & H. Mori (Eds), Symbiosis of Human and Artifact - Future Computing and Design for Human-Computer Interaction [Proceedings of the 6th International Conference on Human-Computer Interaction (HCI International '95)], Tokyo, Japan, 9-14 July 1995, vol. 1, pp.1071-1076. Am,sterdam: Elsevier, Elsevier Science.","User Modelling for Adaptable Interface Design","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@6826c41e","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"48","Proceedings of major international conferences","TIDE-GUIB","User Interfaces","In Y. Anzai, K. Ogawa & H. Mori (Eds), Symbiosis of Human and Artifact - Future Computing and Design for Human-Computer Interaction [Proceedings of the 6th International Conference on Human-Computer Interaction (HCI International '95), Tokyo, Japan, (vol. 2, pp. 929-934). Amsterdam: Slsevier, Elsevier Science.","Supporting Blind and Sighted User Collaboration through Dual User Interfaces using the HOMER System","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@3003697","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"49","Proceedings of major international conferences","TIDE-CORE","Human-Computer Interaction","In Y. Anzai, K. Ogawa & H. Mori (Eds), Symbiosis of Human and Artifact- Future Computing and Design for Human-Computer Interaction [Proceedings of the 6th International Conference on Human-Computer Interaction (HCI International ' 95)], Tokyo, Japan, 9-14 July 1995, vol. 1, pp. 717-722. Amsterdam: Elsevier, Elsevier Science.","Query assistance: The Query Interface of CORE shell system","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@64d43929","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"50","Proceedings of major international conferences","","Metaphors","In Y. Anzai, K. Ogawa & H. Mori (Eds), Symbiosis of Human and Artifact - Future Computing and Design for Human-Computer Interaction [Proceedings of the 6th International Conference on Human-Computer Interaction (HCI International '95)], Tokyo, Japan, 9-14 July 1995, vol. 2, pp.497-502. Amstewrdam: Elsevier, Elsevier Science.","Scenario Based Specification of Interaction Metaphors","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@1d269ed7","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"51","Proceedings of major international conferences","","User Interfaces","Panel Session ""User Interfaces for all - Everybody, Everywhere, and Anytime"". In Y. Anzai, K. Ogawa & H. Mori (Eds), Symbiosis of Human and Artifact - Future Computing and Design for Human-Computer Interaction [Proceedings of the 6th International Conference on Human-Computer Interaction (HCI International '95)], Tokyo, Japan, 9-14 July 1995, vol. 1, pp. 137-142. Amsterdam: Elsevier, Elsevier Science.","Towards User Interfaces for All: Some Critical Issues","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@437ebf59","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"52","Proceedings of major international conferences","TIDE-ACCESS","User Interface Design","Adjunct Proceedings of HCI '95 People and Computers, West Yorkshire, U.K., 29 August - 1 September 1995, pp. 29-32. UK: University of Huddersfield.","Supporting user interface adaptability during the design and development process","1995","FALSE","TRUE","null","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"53","Poster presentations in major or established international conferences","RACE","Multimedia Systems","4th International Conference on Broadband Islands, Dublin, Ireland, 4-6 September 1995.","Multimedia Service Provision to B-ISDN users: The case of Blind Users","1995","FALSE","TRUE","null","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"54","Proceedings of other established international conferences","","Technology Transfer","3rd European Conference on the Advancement of Rehabilitation Technology  (ECART- 3), Lisbon, Portugal, 10-13 October 1995, pp. 328-330.","A Comparative Assessment of Mechanisms for Transferring Technology Towards the Assistive Technology Industry","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@41c89d2f","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"55","Proceedings of other established international conferences","","Communication Aids","3rd European Conference on the Advancement of Rehabilitation Technology  (ECART- 3), Lisbon, Portugal, 10-13 October 1995, pp. 100-102.","Communication Aid Interface for Speech-Motor Impaired users","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@410e94e","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"56","Poster presentations in major or established international conferences","RACE","Metaphors","In A. Clarke, M. Camporargo, & N. Karatzas (Eds), Bringing Telecommunication Services to the People - Proceedings of the 3rd International Conference on Intelligence in Broadband Services and Networks (IS&N '95), Heraklion, Crete, Greece, 16-19 October 1995, pp. 504-505. Berlin: Springer-Verlag.","Developing Alternative Metaphors for Special B-ISDN Services","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@2d691f3d","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"57","Poster presentations in major or established international conferences","RACE","Accessibility","In A. Clarke, M. Camporargo, & N. Karatzas (Eds), Bringing Telecommunication Servioces to the People - Proceedings of the 3rd International Conference on Intelligence in Broadband Services and Networks (IS&N '95), Heraklion, Crete, Greece, 16-19 October 1995 (pp. 506-507). Berlin: Springer-Verlag.","Tool based user interface construction facilitating access to users with disabilities","1995","FALSE","TRUE","null","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"58","Proceedings of major international conferences","TIDE-ACCESS","User Interface Design","Third World Congress on Expert  Systems, Seoul, Korea, 5-9 February 1996, pp. 1298-1315. New York: Cognizant Commpunication Corporation.","An Expert User Interface design assistant for deriving maximally preferred lexical adaptability rules","1996","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@1bdbf9be","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"59","Proceedings of major international conferences","","Multimedia Systems","18th International conference on Software Engineering (ISCE 18),  IEEE International Workshop on Multimedia Software Development (MMSD' 96), Berlin, Germany, 25-26 March 1996, pp. 160-168. New York: IEEE Computer Society Press.","Adaptations of the Text Media Type: Addressing the user's Perspective","1996","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@1e7f2e0f","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"60","Proceedings of major international conferences","","Human-Computer Interaction","1st International Conference on Applied Ergonomics (ICAE' 96), Istanbul, Turkey, 21-24 May 1996, pp. 256-261. West Lafayette: USA Publishing.","Integrating Media and Modalities in the User-Machine Intercace","1996","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@1da6ee17","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"61","Proceedings of major international conferences","","User Interface Design","1st International Conference on Applied Ergonomics (ICAE' 96), Istambul, Turkey, 21-24 May 1996, pp.137-142. West Lafayette: USA Publishing.","Designing User Interfaces for all users: Contributions from applied ergonomics and human factors","1996","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@78d39a69","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"63","Proceedings of major international conferences","TIDE-ACCESS","Human-Computer Interaction","3rd Eurographics Workshop on Design, Specification and Verification Interaction Systems (DVS-IS '96), Namur, Belgium, 5-7 June 1996, pp.248-271. Vienna: Springer-Verlag.","Design assistance for user-adapted interaction","1996","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@3c818ac4","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"64","Proceedings of major international conferences","","Information Technology","11th International Occupational Ergonomics and Safety Conference, Zurich, Switzerland, 11-18 July 1996, pp. 145-150.","Usability requirements for advanced information technology products","1996","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@5b69d40d","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"65","Proceedings of other established international conferences","","Human-Computer Interaction","Conference proccedings ""The Computer as an aid for those with special needs"", Shefield, U.K., pp. 55-63","User-computer interaction in hand-eye coordination tasks","1984","FALSE","TRUE","null","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"66","Proceedings of other established international conferences","","Multimedia Systems","Conference proccedings ""The Computer as an aid for those with special needs"", Shefield, U.K., pp. 35-40","Multi-mode communication with user-generated pictograhic symbols","1985","FALSE","TRUE","null","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"67","Proceedings of other established international conferences","","Communication Aids","Conference proccedings ""The Computer as an aid for those with special needs"", Shefield, U.K., pp 53-58.","A study of user interaction with a pictographic communication aid","1986","FALSE","TRUE","null","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"68","Proceedings of other established international conferences","","Communication Aids","Annual scientific meeting of the Biological Engineering Society, Oxford, U.K, 2 pages","A study of mechanism and symbol structure in computer-assisted expressive communication","1987","FALSE","TRUE","null","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"69","Proceedings of other established international conferences","","Communication Aids","International Conference on the Role and Impact of Information Technology in the Assessment  and Rehabilitation of Individuals with Communication Disorder, Thessaloniki, Greece, 5-9 September 1990, 7 pages.","Design Criteria for a locally Programmable Aid for Expressive Communication","1990","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@71154f21","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"70","Proceedings of other established international conferences","","Communication Aids","International Conference on ""New Information technologies and disabled people"",  Athens, Greece, 21-22 September 1991, 8 pages","Communication aids for language or speech impaired people","1991","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@15f193b8","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"71","Proceedings of other established international conferences","HORIZON","Educational Software","International Conference on ""New Information technologies and disabled people"",  Athens, Greece, 21-22 September 1991, 4 pages","Educational Software for people with mental and learning disabilities","1991","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@2516fc68","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"72","Proceedings of other established international conferences","","Information Technology","Proceedings of the 1st Informatics in Education Conference, Athens, Greece, November 1991, pp. 41-49","Some Aspects of the Impact of Developments on I.T. & T. in the field of Education","1991","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@304a9d7b","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"73","Proceedings of other established international conferences","","Rehabilitation Teleinformatics"," 2nd Hellenic Conference on Medical Informatics, Thessaloniki, Greece, 8-10 May 1992, 11 pages.","Applications of Information and Telecommunications Technologies in the field of Rehabilitation (11 pages)","1992","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@6bfdb014","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"74","Proceedings of other established international conferences","TIDE-GUIB","Accessibility","In E. Ballabio, I. Placencia-Porrero & R.P. de la Bellacasa (Eds), Proceedings of the 1st TIDE Congress on Rehabilitation Technology Strategies for the European Union, Brussels, Belgium, 6-7 April 1993, 2 pages. Amsterdam: IOS Press.","Access to Graphics Based and Multimedia Environments by Blind Users (2 pages)","1993","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@72889280","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"75","Proceedings of other established international conferences","RACE","Accessibility","Second International Conference Broadband Islands ""Bringing the services gap"", Athens, Greece, 14-16 June 1993, pp. 181-185. Amsterdam: Elsevier Science.","Critical issues related to the accessibility of B-ISDN services by people with special needs","1993","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@606fc505","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"76","Proceedings of other established international conferences","","Educational Software","1ο Πανελλήνιο Συνέδριο με θέμα: ""Διδακτική των μαθηματικών και πληροφορική στην εκπαίδευση"", Πανεπιστήμιο Ιωαννίνων, Ιωάννινα, Οκτώβριος 1993, 12 σελ.","Θεμελιώδεις έννοιες στη μελέτη αριθμών, των πράξεών τους και η εκπαίδευση ατόμων με ειδικές ανάγκες (Basic Arithmetics and the education of Disabled people)","1993","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@4aa3d36","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"77","Proceedings of other established international conferences","","Communication Aids","3o Convegno Nazionale, Informatica, Digattica e Disabilita, Torino, Italy, 4-6 November 1993, 7 pages","A Methodology for the development of Communication Aids","1993","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@2d140a7","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"78","Proceedings of ERCIM Workshops","","Modelling","In C. Stephanidis (Ed), Proceedings of the 1st ERCIM Workshop on Multimodal Human-Computer Interaction, Nancy, France, 2-4 November 1993, 9 pages.","User modelling and multimodal representations: An approach combining alternative knowledge sources","1993","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@347bdeef","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"79","Proceedings of major international conferences","","User Interfaces","J. Lee (ed.), ""Intelligence and Multimodality in Multimedia Interfaces: Reasearch & Applications, AAAI Press (Proceedings of the IMMI 95 Workshop), Edinburgh, UK, 13-14 July 1995, 12 pages. Menlo Park, California: AAAI Press.","Media / Modalities Allocation in Intelligent UIs: Towards a Theory of Media and Modalities","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@2aa27288","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"80","Proceedings of ERCIM Workshops","","User Interfaces","In C. Stephanidis (Ed.), Proceedings of the 1st ERCIM Workshop ""Towards User Interfaces for All: Current efforts and future trends"", Heraklion, Crete, Greece, 30-31 October 1995, 23 pages.","Supporting Adaptivity in Intelligent User Interfaces: The case of Media and Modalities Allocation","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@7f34a967","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"81","Invited papers in international conferences","RACE","Financial Transactions","International Conference on Financial Transactions by Visually Disabled Persons in the Framework of the Concerted Action Programme on Technology and Blindness of the COMAC BME, Agia Pelagia, Crete, 3 pages.","Financial Transactions by Visually Disabled Persons Using the IBC Network: a Step beyond EFTPOS and Super-Smart Cards (3 pages)","1989","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@77e80a5e","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"82","Proceedings of ERCIM Workshops","TIDE-ACCESS","User Interfaces","1st ERCIM Workshop ""Towards User Interfaces for All: Current efforts and Future trends"", Heraklion, Crete, Greece, 30-31 October 1995, 23 pages.","Design representations and Development support for User Interface Adaptation","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@1d8e2eea","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"83","Proceedings of other established international conferences","","User Interfaces","5th Hellenic Conference on Informatics, Athens, Greece, 7-9 Decemner 1995, pp. 273-282.","Media / Modalities Allocation in Intelligent Multimedia User Interfaces","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@240139e1","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"84","Invited papers in international conferences","Concerted Action Programme (COMAC-BME)","Accessibility","International Conference on Access to Visual Computer Information by Blind Persons in the framework of the Concerted Action Programme on Technology and Blindness, Berlin, Germany, September 1989, 7 pages.","Some Issues related to the Accessibility of Computer Images by Blind Persons","1989","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@7ea4d397","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"85","Invited papers in international conferences","Concerted Action Programme (COMAC-BME)","Artificial Intelligence","International Conference on Intelligent Houses for the Blind in the Framework of the Concerted Action Programme on Technology and Blindness of the COMAC BME, Maastricht, The Netherlands, 3 PAGES.","Some Considerations on the Impact of Future Technological Advances for the development of intelligent houses for blind people (3 pages)","1989","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@49298ce7","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"86","Invited papers in international conferences","Concerted Action Programme (COMAC-BME)","Accessibility","Conference in the framework of the Concerted Action Programme on Technology and Blindness of the COMAC BME, Florence, Italy, December 1990, 5 pages","Some Issues on the Accessibility to graphical user interfaces by blind people","1990","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@253c1256","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"87","Invited papers in international conferences","COST 219","Accessibility","2nd  COST 219 Conference, Prague, Czechoslovakia, 16-18 September 1991, 10 pages. Commission of the European Communities.","User Interface issues related to the accessibility of telematic terminals by people with special needs","1991","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@8dfe921","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"88","Invited papers in international conferences","COST 219","Accessibility","COST 219 Conference on Telecommunications for People with Special needs, Lisbon, Portugal, November 1991, 6 pages. Commission of the European Communities.","Access to Terminals","1991","FALSE","TRUE","null","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
