paper_id,title,abstract,description,topic,project,year,cnfj,link,soft_copy,hard_copy,full_paper,accepted,cond_accepted,submitted,und_submission,in_press,authors_ids
63aac615-3536-5dbd-aa38-49f0ab857425,"4th ERCIM Workshop on ""User Interfaces for All""",FALSE,"4th ERCIM Workshop on ""User Interfaces for All"", Stockholm, Sweden, 19-21 October 1998. Available at http://ui4all.ics.forth.gr/UI4ALL-98/proceedings.html.",User Interfaces,,1998,Editorials in Books - Proceedings,,False,True,False,False,False,False,False,False,"{7a4b1b33-f8f2-5a98-b280-c652749d51e6,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
77b2725c-a16d-5cc8-b53a-98b1a0d413ee,4th ERCIM Workshop on User Interfaces for All,FALSE,"ERCIM News no 36, January 1999, pp. 5.",User Interfaces,,1999,Editorials and articles in ERCIM News,,False,True,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
f95eddae-1092-5d24-a3c1-c708f116d56c,4th IS4ALL Seminar - Universal Access: A practitioner's guide in Health Telematics,FALSE,"In the context of the 7th ERCIM Workshop ""User Interfaces for All"", Special Theme: Universal Access, Paris (Chantilly), France, 23 October 2002.",Universal Access,,2002,Seminars,,False,False,False,False,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,f6068d1e-3e51-5540-8a43-b62a3b23fc45}"
49c2a1b5-92b0-50f1-86b9-b3194dc5e56e,"5th ERCIM Workshop on 'User Interfaces for All""",FALSE,"ERCIM News 40, January 2000, 40, 56.",User Interfaces,,2000,Editorials and articles in ERCIM News,net.ucanaccess.jdbc.UcanaccessBlob@c3fa05a,True,True,False,False,False,False,False,False,"{16fffd1e-fcc3-503f-b357-40a4b0fcfd96,5731e49b-a1a1-5e7e-b60a-84c690879bba,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
81853ec3-c4de-56f8-80e1-a4cba0ef2906,5th ERCIM Workshop on User Interfaces for All,FALSE,"Proceedings of the 5th ERCIM Workshop on User Interfaces for All. Special Theme: User-Tailored Information Environments, 1 page. Dagstuhl, Germany, 28 November - 1 December 1999. Http://ui4all.ics.forth.gr/UI4ALL-99/proceedings.html",User Interfaces,,1999,Editorials in Books - Proceedings,,False,True,False,False,False,False,False,False,"{16fffd1e-fcc3-503f-b357-40a4b0fcfd96,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
54258d9a-ce5d-5e1e-bb10-72e1fd881676,5th IS4ALL Seminar - Universal Access in Practice,FALSE,"In the context of HCI International 2003, Crete, Greece, 26 June 2003.",Universal Access,,2003,Seminars,,False,False,False,False,False,False,False,False,"{8b7d35c1-bcc9-50c7-8ff4-134c381ebf1d,f6068d1e-3e51-5540-8a43-b62a3b23fc45,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
b39aaf80-0836-5061-afc2-9a04781c5af7,"6th ERCIM Workshop ""User Interfaces for All""",FALSE,"Florence, Italy, 25-26 October 2000 (2 pages).  Http://ui4all.ics,forth.gr/UI4ALL-2000/proceedings.html",User Interfaces,,2000,Editorials in Books - Proceedings,,False,True,False,False,False,False,False,False,"{316d020d-907b-5d2d-b861-7530f249d704,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
325b6d22-5df3-55d5-8c96-49fe2d86d912,6th IS4ALL Seminar - Universal Access: A practitioner's guide in Health Telematics,FALSE,"In the context of EUROREC 2003, Dublin, Ireland, 15 November 2003.",Universal Access,,2003,Seminars,,False,False,False,False,False,False,False,False,"{8b7d35c1-bcc9-50c7-8ff4-134c381ebf1d,58ab64cb-4629-5b8d-98fe-bc4802df2130,f6068d1e-3e51-5540-8a43-b62a3b23fc45,7d6c833a-7e95-5eb7-8fa0-3241091a4757}"
85bf9f0b-f40b-547c-ba2a-586f8c754b17,"7th ERCIM Workshop ""User Interfaces for All""",FALSE,"Paris (Chantilly), France, 24-15 October, pp. v-vii.",User Interfaces,,2002,Editorials in Books - Proceedings,,False,True,False,False,False,False,False,False,"{3171f6df-0d4f-5613-b58d-31e18f02d724,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
a88647b5-7d07-552b-bbf5-1b634eecf4f2,"8th ERCIM Workshop "" User Interfaces for All""",FALSE,"ERCIM News 59, pp. 5",User Interfaces,,2004,Editorials and articles in ERCIM News,net.ucanaccess.jdbc.UcanaccessBlob@715fb77,True,True,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
21381003-0624-5ff2-b789-360dc7279e5e,"8th ERCIM Workshop ""User Interfaces for All""",FALSE,"Vienna, Austria, 28-29 June, pp. v-vi.",User Interfaces,,2004,Editorials in Books - Proceedings,,False,True,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
9a18abb9-de4f-5c5a-829b-b57b71695bda,`Εργο ΕΣΤΙΑ: Επαγγελματική Κατάρτιση Ατόμων με Ειδικές Ανάγκες σε Περιβάλλοντα Εργασίας όπου χρησιμοποιούνται υπολογιστές,FALSE,"Διημερίδα HORIZON με θέμα: Δομές για την Κοινωνικο-οικονομική `Ενταξη  Ατόμων με Ειδικές Ανάγκες - Τύποι Απασχόλησης - Νομοθετικό Πλαίσιο - Υπηρεσίες Συνοδείας"", Βουλιαγμένη, 28-29 Νοεμβρίου 1997, σελ. 10.",Vocational training,HORIZON,1997,Invited Talks,net.ucanaccess.jdbc.UcanaccessBlob@522b2631,True,True,False,False,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
563b88c4-e213-5292-b61a-ec7e9cc70132,`Ισες Ευκαιρίες για `Ολους στην Κοινωνία της Πληροφορίας,FALSE,"Ημερίδα στα πλαίσια του Προγράμματος ""`Ισες Ευκαιρίες για `Ολους"" της Δευτεροβάθμιας Εκαίδευσης Νομού Ρεθύμνης, Ινστιτούτο Πληροφορικής, `Ιδρυμα Τεχνολογίας και `Ερευνας, Ηράκλειο, Κρήτη, 9 Μαϊου 1998",Information Society,HORIZON,1998,Seminars,,False,False,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
ae7b3c6d-7fb7-536f-9a67-cafc76b558e1,A Case Study in Unified User Interface Development: The AVANTI Web Browser,FALSE,"In C. Stephanidis (Ed.), User Interfaces for All - Concepts, Methods, and Tools (pp. 525-568). Mahwah, NJ: Lawrence Erlbaum Associates (ISBN 0-8058-2967-9, 760 pages).",Browsers,,2001,Edited and co-authored books,net.ucanaccess.jdbc.UcanaccessBlob@3a095ec0,True,True,False,False,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,596d4cdd-5433-5b20-86eb-72f539bc3673,ca475e93-f502-5980-96a9-31e882116d7f,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
41270b7e-645c-54ea-8bef-62754bac70d5,A Comparative Assessment of Mechanisms for Transferring Technology Towards the Assistive Technology Industry,FALSE,"3rd European Conference on the Advancement of Rehabilitation Technology  (ECART- 3), Lisbon, Portugal, 10-13 October 1995, pp. 328-330.",Technology Transfer,,1995,Proceedings of international conferences (full-paper reviewed),net.ucanaccess.jdbc.UcanaccessBlob@779de014,True,True,True,True,False,False,False,False,"{f6068d1e-3e51-5540-8a43-b62a3b23fc45,2e2038a7-d2b8-53c6-814a-0127cf2a9c4e,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
986bbfeb-533d-50a6-9db7-6459a9229a57,A Conceptual Framework for determining critical aspects of innovation in the European Rehabilitation Technology market,FALSE,"Technical Report , ICS-FORTH / TR-104, Heraklion, Crete, Greece, December 1993, 17 pages. [On-line]. Available at: ftp://ftp.ics.forth.gr/tech-reports/1993/1993.TR104.Framework_Innovation_European_RT_Market.ps.gz",Innovation,TIDE-CORE,1993,ICS-FORTH Technical Reports,,False,True,False,False,False,False,False,False,"{f6068d1e-3e51-5540-8a43-b62a3b23fc45,2e2038a7-d2b8-53c6-814a-0127cf2a9c4e,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
9370fd23-3563-56f8-a413-4049c4916a21,A Decision-Making Specification Language for Automatic Interface Adaptation,TRUE,"In C. Stephanidis, (Ed.), Universal Access in HCI: Exploring New Interaction Environments - Volume 7 of the Proceedings of the 11th International Conference on Human-Computer Interaction (HCI International 2005), Las vegas, Nevada, USA, 22-27 July, Mahwah, New Jersey: Lawrence Erlbaum Associates. [CD-ROM].",User Interface Adaptation,,2005,Proceedings of international conferences and workshops (abstract reviewed),net.ucanaccess.jdbc.UcanaccessBlob@afb5821,True,True,False,False,False,False,False,False,"{1ae1ee28-7d5e-53af-b226-78cdc6526427,583922dc-cbd2-50e0-ba2d-488830df4218,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
650c8138-7783-570c-a58a-532d6a75c163,A Decision-Making Specification Language for Verifiable User-Interface Adaptation  Logic,FALSE,"International Journal of Software Engineering and Knowledge Engineering, 15 (6), 1063-1094.",User Interface Adaptation,,2005,International Journals,net.ucanaccess.jdbc.UcanaccessBlob@6079cf5,True,True,True,True,False,False,False,False,"{1ae1ee28-7d5e-53af-b226-78cdc6526427,583922dc-cbd2-50e0-ba2d-488830df4218,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
a250363f-3b8c-5a72-a4d2-05519707fc2f,A Design Code of Practice for Universal Access: Methods and Techniques,FALSE,"In R. Proctor & K. Vu (Eds). Handbook of Human Factors in Web Design (pp. 239-250). Mahwah, NJ: Lawrence Erlbaum Associates, Inc.",Universal Access,,,Authored chapters in books and encyclopaedias,net.ucanaccess.jdbc.UcanaccessBlob@695a69a1,True,True,False,False,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,f6068d1e-3e51-5540-8a43-b62a3b23fc45}"
2dfd29a9-77d3-591f-b991-3627539810ed,A Generic Adaptation Framework for Web-based Hypermedia Systems,FALSE,"In S.Y Chen & G.D. Magoulas (Eds), Adaptable and Adaptive Hypermedia Systems (pp.80-102). London, UK: IRM Press (an imprint of Idea Group, Inc).",Hypermedia systems,,2005,Authored chapters in books and encyclopaedias,net.ucanaccess.jdbc.UcanaccessBlob@4b1abd11,True,True,False,False,False,False,False,False,"{596d4cdd-5433-5b20-86eb-72f539bc3673,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
15f38a9c-e110-542d-b81c-086539cfd692,A Generic Direct Manipulation 3d-Auditory Environment for Hierarchical Navigation in Non-Visual Interaction,FALSE,"2nd ACM/SIGGAPH Conference on Assistive Technologies (ASSETS '96), Vancouver, Canada, 11-12 April 1996, pp. 117-123. New York: ACM Press.",Non-Visual Interaction,,1996,Proceedings of international conferences (full-paper reviewed),net.ucanaccess.jdbc.UcanaccessBlob@585ac855,True,True,True,True,False,False,False,False,"{b1670175-ba72-5af5-a5c6-17b3fe80885c,58ab64cb-4629-5b8d-98fe-bc4802df2130,c63e66a6-536f-5c88-ae39-f684f4e43c22,d93e8443-848c-5712-8caa-120790ee054b,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
ad0ba03e-77f8-516e-a3fe-adb434b78473,A global scheme for na Information System for the Rehabilitation technology market,FALSE,"Chapter 3, TIDE-CORE Deliverable No 6, CORE Consortium, october 1993, 23 pages",Information Systems,TIDE-CORE,1993,Project  Deliverables,,False,True,False,False,False,False,False,False,"{f6068d1e-3e51-5540-8a43-b62a3b23fc45,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
58cee0fc-5981-57ff-ac36-0d67c19aa48d,A grammar-based approach for populating HCI design spacesl,TRUE,"In H.-J. Bullinger & J. Ziegler (Eds) Human-Computer Interaction: Communication, Co-operation, and Application Design [Proceedings of the 8th International Conference on Human-Computer Interaction (HCI International '99)], Munich Germany, 22-26 August 1999 (vol. 2, pp. 843-847). London: Lawrence Erlbaum Associates.",Accessibility,,1999,Proceedings of international conferences and workshops (abstract reviewed),net.ucanaccess.jdbc.UcanaccessBlob@466d49f0,True,True,False,True,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,f6068d1e-3e51-5540-8a43-b62a3b23fc45,583922dc-cbd2-50e0-ba2d-488830df4218}"
e732696d-c8a8-5210-9ea4-9d3f7607cd85,A Grammar-based Approach Supporting Universal Design,FALSE,"Workshop on ""Language Technologies"", organised by software usability network, 24 September 2000, Patra, Greece.",User Interface Design,,2000,Invited Talks,,False,False,False,False,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,583922dc-cbd2-50e0-ba2d-488830df4218}"
d8e1d103-304c-5bc6-9ea5-1b3f9460d3cf,A Methodological Approach for Modelling the Rehabilitation Technology Market in Europe,FALSE,"Technical Report, ICS-FORTH / TR-090, June 1993, Heraklion, Crete, Greece, 95 pages",Modelling,TIDE-CORE,1993,ICS-FORTH Technical Reports,,False,True,False,False,False,False,False,False,"{f6068d1e-3e51-5540-8a43-b62a3b23fc45,2e2038a7-d2b8-53c6-814a-0127cf2a9c4e,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
34822878-2b43-579b-b819-b07c6643171d,A methodology for selecting interaction techniques for users with disabilities in the context of the B-ISDN environment,FALSE,"ICS-FORTH / TR 111, December 1993, Heraklion, Crete, Greece 57 pages. [On-line]. Available at: ftp://ftp.ics.forth.gr/tech-reports/1993/1993.TR111.Interaction_Techniques_B-ISDN_Environment.ps.gz",Accessibility,RACE,1993,ICS-FORTH Technical Reports,,False,True,False,False,False,False,False,False,"{bce4d877-4006-5ad7-82a1-af9550fd01be,ca475e93-f502-5980-96a9-31e882116d7f,58ab64cb-4629-5b8d-98fe-bc4802df2130,f5ef7092-9534-5b60-b6d2-8b51cb1fe9b4}"
27966277-4944-5ba1-888f-f393dd5b3404,A Methodology for the development of Communication Aids,TRUE,"3o Convegno Nazionale, Informatica, Digattica e Disabilita, Torino, Italy, 4-6 November 1993, 7 pages",Communication Aids,,1993,Proceedings of international conferences and workshops (abstract reviewed),net.ucanaccess.jdbc.UcanaccessBlob@4d6f197e,True,True,False,True,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,583922dc-cbd2-50e0-ba2d-488830df4218,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
cd9198ef-f6e1-5cb3-9f63-3175c6fa4d46,A model-based approach to the specification of computer-based communication aids,FALSE,"Journal of Medical Engineering and Technology, 13, 13-18.",Communication Aids,,1989,International Journals,,False,True,True,True,False,False,False,False,"{f6068d1e-3e51-5540-8a43-b62a3b23fc45,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
dddfcc9f-b18d-50fd-ae01-b5ec07e422bc,A model-driven study of system structure and vocabulary specification in assistive communication devices,FALSE,"45th Annual Conference of the Hospital Physicists Association, Canterbury, UK",Communication Aids,,1988,Invited Talks,,False,True,False,False,False,False,False,False,"{0c8cd36a-8f68-58a5-be01-a224443372a4,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
5b98b65f-84e6-5fb3-a606-57dee5d74da1,A modular approach to the evaluation of Adaptive User Interfaces,FALSE,"In S. Weibelzahl, D. Chin & G. Weber (Eds.), Proceedings of the Workshop on Empirical Evaluations of Adaptive Systems, held in the context of the 8th International Conference on User Modeling (UM'2001), Sonthofen, Germany, 13-17 July (pp. 9-24). Freiburg: Pedagogical University of Freiburg.",User Interfaces,,2001,Proceedings of international workshops (full-paper reviewed),net.ucanaccess.jdbc.UcanaccessBlob@588ffeb,True,True,True,False,False,False,False,False,"{596d4cdd-5433-5b20-86eb-72f539bc3673,c755eadb-cc32-53af-b2aa-4a7e12dd59c2,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
8f1a6c3e-7e38-5f6e-9757-ac36aee46040,A Pervasive Game with a Dynamically Distributed and Configurable User Interface,TRUE,"In C. Stephanidis, (Ed.), Universal Access in HCI: Exploring New Interaction Environments - Volume 7 of the Proceedings of the 11th International Conference on Human-Computer Interaction (HCI International 2005), Las vegas, Nevada, USA, 22-27 July, Mahwah, New Jersey: Lawrence Erlbaum Associates. [CD-ROM].",Games,,2005,Proceedings of international conferences and workshops (abstract reviewed),net.ucanaccess.jdbc.UcanaccessBlob@7fedfe27,True,True,False,True,False,False,False,False,"{1ae1ee28-7d5e-53af-b226-78cdc6526427,bd306c41-7495-5316-8d97-2be07441f83f,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
c5d6b945-4484-5de8-b483-51864bb4648d,A pilot study on a data acquisition and pattern recognition system for use in the analysis of 24-hour electrocardiogram tape recordings,FALSE,"Internal report on final year undergraduate project, University of Kent, U.K., 119 pages.",Pattern Recognition,,1981,Other Technical Reports,,False,True,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
6d4a2448-2bcb-556d-9ea8-07c7311e5d1b,"A report on the second meeting and workshop of the International Scientific Forum ""Towards an Information Society for all""",FALSE,"ACM SIGCAPH Newsletter, no 62, September 1998, pp. 9-15.",Information Society,,1998,Scientific Newsletters,net.ucanaccess.jdbc.UcanaccessBlob@43b0ade,True,True,False,True,False,False,False,False,"{58ab64cb-4629-5b8d-98fe-bc4802df2130,3a0afdf9-2218-55d1-afe6-5001fea6673f}"
0e6ed732-5171-5e0c-8d62-0918d67cb977,A study of mechanism and symbol structure in computer-assisted expressive communication,TRUE,"Annual scientific meeting of the Biological Engineering Society, Oxford, U.K, 2 pages",Communication Aids,,1987,Proceedings of international conferences and workshops (abstract reviewed),,False,True,False,True,False,False,False,False,"{0c8cd36a-8f68-58a5-be01-a224443372a4,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
e3d61d45-02aa-5bdc-8e23-e354e27e812f,A study of methodologies of Information Technology in the provision of communication aids for the speech impaired,FALSE,"Ph.D. Thesis, University of Kent, U.K., 296 pages.",Communication Aids,,1986,Other Technical Reports,,False,True,False,False,False,False,False,False,{58ab64cb-4629-5b8d-98fe-bc4802df2130}
dd125e05-436a-5342-a32e-80006c19d194,A study of user interaction with a pictographic communication aid,TRUE,"Conference proccedings ""The Computer as an aid for those with special needs"", Shefield, U.K., pp 53-58.",Communication Aids,,1986,Proceedings of international conferences and workshops (abstract reviewed),,False,True,False,True,False,False,False,False,"{0c8cd36a-8f68-58a5-be01-a224443372a4,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
65d3fa77-aa08-585e-a6af-35f27758df3c,A Support Tool for the Design of User Interface Adaptation,TRUE,"In C. Stephanidis, (Ed.), Universal Access in HCI: Exploring New Interaction Environments - Volume 7 of the Proceedings of the 11th International Conference on Human-Computer Interaction (HCI International 2005), Las vegas, Nevada, USA, 22-27 July, Mahwah, New Jersey: Lawrence Erlbaum Associates. [CD-ROM].",User Interface Adaptation,,2005,Proceedings of international conferences and workshops (abstract reviewed),net.ucanaccess.jdbc.UcanaccessBlob@2f879bab,True,True,False,True,False,False,False,False,"{583922dc-cbd2-50e0-ba2d-488830df4218,1ae1ee28-7d5e-53af-b226-78cdc6526427,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
2ec1ea2b-8b20-5ec1-a260-ffc4f57e6e4d,A validated code of practice for Universal Access in Health Telematics,TRUE,"In C. Stephanidis (Ed.), Universal Access in HCI: Inclusive Design in the Information Society - Volume 4 of the Proceedings of the 10th International Conference on Human-Computer Interaction (HCI International 2003), Crete, Greece, 22-27 June (pp. 1063 - 1067). Mahwah, New Jersey: Lawrence Erlabum Associates (ISBN: 0-8058-4933-5).",Universal Access,,2003,Proceedings of international conferences and workshops (abstract reviewed),net.ucanaccess.jdbc.UcanaccessBlob@264c5d07,True,True,False,True,False,False,False,False,"{f6068d1e-3e51-5540-8a43-b62a3b23fc45,58ab64cb-4629-5b8d-98fe-bc4802df2130}"
f7451058-d179-51d5-b31b-f6dfb41360e5,Abstract Task Definition and Incremental Polymorphic Physical Instantiation: The Unified Interface Design Method,TRUE,"In G. Salvendy, M.J. Smith & R.J. Koubek (Eds), Design of Computing Systems: Cognitive Considerations [Proceedings of the 7th International Conference on Human-Computer Interaction (HCI International '97)], San Francisco, USA, 24-29 August (vol. 1, pp.465-468) HCI International '97], San Francisco, USA, 24-29 August 1997, pp. 465-468. Amsterdam: Elsevier, Elsevier Science.",User Interface Design,TIDE-ACCESS,1997,Proceedings of international conferences and workshops (abstract reviewed),net.ucanaccess.jdbc.UcanaccessBlob@272a179c,True,True,False,True,False,False,False,False,"{316d020d-907b-5d2d-b861-7530f249d704,58ab64cb-4629-5b8d-98fe-bc4802df2130,1ae1ee28-7d5e-53af-b226-78cdc6526427}"
