BookTopicID,TopicID,BookID,TopicName
2710,48,480,RACE
2711,48,481,RACE
2712,48,482,RACE
2713,48,483,RACE
2714,48,484,RACE
2715,48,485,RACE
2716,48,486,RACE
2717,48,487,RACE
2718,48,488,RACE
2719,48,489,RACE
2720,16,490,CEC Programs
2721,82,491,AIM
2722,82,492,AIM
2723,82,493,AIM
2724,82,494,AIM
2725,82,495,AIM
2726,82,496,AIM
2727,82,497,AIM
2728,82,498,AIM
2729,82,499,AIM
2730,46,500,ESPRIT
2731,123,501,DELTA
2732,37,502,TIDE COST
2733,82,503,AIM
2734,123,504,DELTA
2735,123,505,DELTA
2736,123,506,DELTA
2737,123,507,DELTA
2738,123,508,DELTA
2739,123,509,DELTA
2741,46,511,ESPRIT
2742,46,512,ESPRIT
2743,46,513,ESPRIT
2744,46,514,ESPRIT
2745,46,515,ESPRIT
2746,46,516,ESPRIT
2747,46,517,ESPRIT
2748,46,518,ESPRIT
2749,46,519,ESPRIT
2750,46,520,ESPRIT
2751,46,521,ESPRIT
2752,46,522,ESPRIT
2753,46,523,ESPRIT
2754,46,524,ESPRIT
2755,46,525,ESPRIT
2756,46,526,ESPRIT
2757,46,527,ESPRIT
2758,46,528,ESPRIT
2759,46,529,ESPRIT
2760,119,530,BICEPS
2761,90,531,Information Technology
2762,90,532,Information Technology
2763,9,533,General Purpose
2764,9,534,General Purpose
2765,9,535,General Purpose
2766,16,536,CEC Programs
2768,48,538,RACE
2769,48,539,RACE
2770,3,540,Communications
2771,16,541,CEC Programs
2772,16,542,CEC Programs
2773,16,543,CEC Programs
2774,16,544,CEC Programs
2775,82,545,AIM
2776,16,546,CEC Programs
2777,90,547,Information Technology
2778,90,548,Information Technology
2779,90,549,Information Technology
2780,125,550,RISE
2781,125,551,RISE
2782,16,552,CEC Programs
2783,16,553,CEC Programs
2784,22,554,Educational Technology
2785,48,555,RACE
2786,48,556,RACE
2787,48,557,RACE
2788,48,558,RACE
2789,48,559,RACE
2790,48,560,RACE
2791,48,561,RACE
2792,48,562,RACE
2793,48,563,RACE
2794,48,564,RACE
2795,48,565,RACE
2796,48,566,RACE
2797,48,567,RACE
2798,48,568,RACE
2799,48,569,RACE
2800,48,570,RACE
2801,126,571,RACE/DRIVE/DELTA/AIM
2802,82,572,AIM
2803,48,573,RACE
2804,48,574,RACE
2805,48,575,RACE
2806,127,576,DRIVE
2807,16,577,CEC Programs
2808,123,578,DELTA
2809,82,579,AIM
2810,48,580,RACE
2811,48,581,RACE
2812,127,582,DRIVE
2813,82,583,AIM
2814,82,584,AIM
2815,125,585,RISE
2816,116,586,Telecommunications
2817,46,587,ESPRIT
2818,46,588,ESPRIT
2819,73,589,TIDE
2820,73,590,TIDE
2821,26,591,Computer Science
2822,27,592,IBM PC
2823,27,593,IBM PC
2824,27,594,IBM PC
2825,27,595,IBM PC
2826,27,596,IBM PC
2827,27,597,IBM PC
2828,27,598,IBM PC
2829,27,599,IBM PC
2830,27,600,IBM PC
2831,128,601,MS-DOS
2832,128,602,MS-DOS
2833,128,603,MS-DOS
2834,27,604,IBM PC
2835,128,605,MS-DOS
2836,128,606,MS-DOS
2837,27,607,IBM PC
2838,27,608,IBM PC
2840,119,610,BICEPS
2841,5,611,Information Systems
2842,7,612,Human Factors
2843,21,613,Assistive Technology
2844,23,614,Computer Graphics
2845,30,615,Innovation
2846,196,616,Programming Languages
2847,75,617,Databases
2848,48,618,RACE
2849,129,619,Corel Draw
2850,42,620,Artificial Intelligence
2851,22,621,Educational Technology
2852,7,622,Human Factors
2853,26,623,Computer Science
2854,26,624,Computer Science
2855,26,625,Computer Science
2856,22,626,Educational Technology
2857,49,627,Statistics
2858,15,628,User Interfaces
2859,22,629,Educational Technology
2860,131,630,Mouse
2861,132,631,Sound Card
2862,76,632,Dictionaries
2863,34,633,Software Engineering
2864,9,634,General Purpose
2865,112,635,H/W Documentation
2866,112,636,H/W Documentation
2867,75,637,Databases
2868,75,638,Databases
2869,14,639,Disability
2870,14,640,Disability
2871,23,641,Computer Graphics
2872,23,642,Computer Graphics
2873,7,643,Human Factors
2874,7,644,Human Factors
2876,53,646,Logic Programming
2877,22,647,Educational Technology
2878,103,648,Ergonomics
2879,14,649,Disability
2880,12,650,Technical Aids
2881,25,651,Robotics
2882,42,652,Artificial Intelligence
2883,75,653,Databases
2885,29,655,Expert Systems
2886,71,656,Marketing
2887,89,657,Networks
2888,22,658,Educational Technology
2889,5,659,Information Systems
2890,68,660,Multimedia
2891,113,661,Microcomputers
2892,23,662,Computer Graphics
2893,23,663,Computer Graphics
2894,281,664,Research Reports ESPRIT
2895,22,665,Educational Technology
2896,24,666,Knowledge-Based Systems
2897,75,667,Databases
2898,51,668,Internet/WEB Design
2899,9,669,General Purpose
2900,8,670,Ergonomics Course
2901,22,671,Educational Technology
2902,5,672,Information Systems
2903,22,673,Educational Technology
2904,22,674,Educational Technology
2905,14,675,Disability
2906,92,676,Lecture Notes in Computer Science
2907,14,677,Disability
2908,131,678,Mouse
2909,27,679,IBM PC
2910,10,680,Human-Computer Interaction
2911,207,681,Computer Supported Cooperative Work
2912,207,682,Computer Supported Cooperative Work
2913,10,683,Human-Computer Interaction
2914,92,684,Lecture Notes in Computer Science
2916,48,686,RACE
2917,61,687,Psychology
2918,22,688,Educational Technology
2919,103,689,Ergonomics
2920,31,690,Object-Oriented Programming
2921,10,691,Human-Computer Interaction
2922,10,692,Human-Computer Interaction
2923,257,693,Lecture Notes in Artificial Intelligence
2924,15,694,User Interfaces
2925,75,695,Databases
2926,116,696,Telecommunications
2927,72,697,Rehabilitation Technology
2928,116,698,Telecommunications
2929,14,699,Disability
2930,14,700,Disability
2931,90,701,Information Technology
2932,34,702,Software Engineering
2933,108,703,Economics
2934,40,704,Computational Linguistics
2935,26,705,Computer Science
2936,22,706,Educational Technology
2937,24,707,Knowledge-Based Systems
2938,15,708,User Interfaces
2939,26,709,Computer Science
2940,42,710,Artificial Intelligence
2941,250,711,Multimedia Programming
2942,15,712,User Interfaces
2943,71,713,Marketing
2944,22,714,Educational Technology
2945,22,715,Educational Technology
2946,15,716,User Interfaces
2947,103,717,Ergonomics
2948,15,718,User Interfaces
2949,137,719,Rehabilitation Engineering
2950,23,720,Computer Graphics
2951,104,721,Management
2952,104,722,Management
2953,106,723,Visualization
2954,63,724,Virtual Reality
2955,90,725,Information Technology
2956,14,726,Disability
2957,15,727,User Interfaces
2958,42,728,Artificial Intelligence
2959,137,729,Rehabilitation Engineering
2960,15,730,User Interfaces
2961,8,731,Ergonomics Course
2962,10,732,Human-Computer Interaction
2963,7,733,Human Factors
2964,22,734,Educational Technology
2965,261,735,UNIX Programming
2966,7,736,Human Factors
2967,54,737,Vocational Training
2968,3,738,Communications
2969,3,739,Communications
2970,89,740,Networks
2971,53,741,Logic Programming
2972,10,742,Human-Computer Interaction
2973,14,743,Disability
2976,5,746,Information Systems
2977,23,747,Computer Graphics
2978,76,748,Dictionaries
2979,51,749,Internet/WEB Design
2980,92,750,Lecture Notes in Computer Science
2981,14,751,Disability
2982,22,752,Educational Technology
2983,139,753,TIDE/GUIB
2984,139,754,TIDE/GUIB
2985,139,755,TIDE/GUIB
2986,26,756,Computer Science
2987,21,757,Assistive Technology
2988,22,758,Educational Technology
2989,25,759,Robotics
2990,42,760,Artificial Intelligence
2991,81,761,Modeling
2992,26,762,Computer Science
2993,63,763,Virtual Reality
2994,48,764,RACE
2995,73,765,TIDE
2996,82,766,AIM
2997,140,767,Health Care
2998,73,768,TIDE
2999,141,769,Telematics
3000,142,770,Cognitive Science
3001,63,771,Virtual Reality
3002,25,772,Robotics
3003,22,773,Educational Technology
3004,250,774,Multimedia Programming
3005,103,775,Ergonomics
3006,10,776,Human-Computer Interaction
3007,22,777,Educational Technology
3008,143,778,Windows Programming
3009,22,779,Educational Technology
3010,37,780,TIDE COST
3011,26,781,Computer Science
3012,15,782,User Interfaces
3013,72,783,Rehabilitation Technology
3014,14,784,Disability
3015,181,785,Voice Processing
3016,30,786,Innovation
3017,181,787,Voice Processing
3018,116,788,Telecommunications
3019,15,789,User Interfaces
3020,86,790,Systems Analysis
3021,22,791,Educational Technology
3022,257,792,Lecture Notes in Artificial Intelligence
3023,257,793,Lecture Notes in Artificial Intelligence
3024,42,794,Artificial Intelligence
3025,104,795,Management
3026,92,796,Lecture Notes in Computer Science
3027,76,797,Dictionaries
3028,42,798,Artificial Intelligence
3029,90,799,Information Technology
3031,90,801,Information Technology
3032,42,802,Artificial Intelligence
3033,196,803,Programming Languages
3034,89,804,Networks
3035,70,805,Human Performance
3036,119,806,BICEPS
3037,9,807,General Purpose
3038,9,808,General Purpose
3039,23,809,Computer Graphics
3040,23,810,Computer Graphics
3041,10,811,Human-Computer Interaction
3042,42,812,Artificial Intelligence
3043,29,813,Expert Systems
3044,7,814,Human Factors
3045,9,815,General Purpose
3046,26,816,Computer Science
3047,25,817,Robotics
3049,76,819,Dictionaries
3050,140,820,Health Care
3051,14,821,Disability
3052,14,822,Disability
3053,19,823,Sociology
3054,103,824,Ergonomics
3055,42,825,Artificial Intelligence
3056,14,826,Disability
3057,90,827,Information Technology
3058,108,828,Economics
3059,108,829,Economics
3060,42,830,Artificial Intelligence
3061,15,831,User Interfaces
3062,92,832,Lecture Notes in Computer Science
3063,25,833,Robotics
3064,90,834,Information Technology
3065,123,835,DELTA
3066,25,836,Robotics
3067,207,837,Computer Supported Cooperative Work
3068,10,838,Human-Computer Interaction
3069,15,839,User Interfaces
3070,10,840,Human-Computer Interaction
3071,8,841,Ergonomics Course
3072,8,842,Ergonomics Course
3073,7,843,Human Factors
3074,58,844,ERCIM
3075,29,845,Expert Systems
3076,24,846,Knowledge-Based Systems
3077,68,847,Multimedia
3078,15,848,User Interfaces
3079,76,849,Dictionaries
3080,42,850,Artificial Intelligence
3081,138,851,UNIX Operating System
3082,89,852,Networks
3083,82,853,AIM
3084,132,854,Sound Card
3085,22,855,Educational Technology
3086,29,856,Expert Systems
3087,15,857,User Interfaces
3088,250,858,Multimedia Programming
3089,6,859,Catalogs
3090,14,860,Disability
3091,14,861,Disability
3092,146,862,Braille
3093,14,863,Disability
3094,14,864,Disability
3095,14,865,Disability
3096,37,866,TIDE COST
3097,21,867,Assistive Technology
3098,21,868,Assistive Technology
3099,12,869,Technical Aids
3100,14,870,Disability
3101,14,871,Disability
3102,10,872,Human-Computer Interaction
3103,51,873,Internet/WEB Design
3104,42,874,Artificial Intelligence
3105,37,875,TIDE COST
3106,12,876,Technical Aids
3107,10,877,Human-Computer Interaction
3108,147,878,Visual Languages
3109,148,879,Visual Systems
3110,148,880,Visual Systems
3111,42,881,Artificial Intelligence
3112,42,882,Artificial Intelligence
3113,22,883,Educational Technology
3114,142,884,Cognitive Science
3115,196,885,Programming Languages
3116,26,886,Computer Science
3117,9,887,General Purpose
3118,9,888,General Purpose
3119,42,889,Artificial Intelligence
3120,23,890,Computer Graphics
3121,23,891,Computer Graphics
3122,23,892,Computer Graphics
3123,26,893,Computer Science
3124,22,894,Educational Technology
3126,7,896,Human Factors
3127,42,897,Artificial Intelligence
3128,42,898,Artificial Intelligence
3129,42,899,Artificial Intelligence
3130,42,900,Artificial Intelligence
3131,82,901,AIM
3132,92,902,Lecture Notes in Computer Science
3133,250,903,Multimedia Programming
3134,63,904,Virtual Reality
3135,51,905,Internet/WEB Design
3136,14,906,Disability
3137,14,907,Disability
3138,14,908,Disability
3139,103,909,Ergonomics
3140,22,910,Educational Technology
3141,251,911,Work Groups
3142,5,912,Information Systems
3143,15,913,User Interfaces
3144,14,914,Disability
3145,92,915,Lecture Notes in Computer Science
3146,152,916,Systems Design
3147,76,917,Dictionaries
3148,207,918,Computer Supported Cooperative Work
3150,207,920,Computer Supported Cooperative Work
3151,72,921,Rehabilitation Technology
3152,14,922,Disability
3153,29,923,Expert Systems
3154,10,924,Human-Computer Interaction
3155,31,925,Object-Oriented Programming
3156,26,926,Computer Science
3157,5,927,Information Systems
3158,24,928,Knowledge-Based Systems
3159,116,929,Telecommunications
3160,22,930,Educational Technology
3161,22,931,Educational Technology
3162,23,932,Computer Graphics
3163,116,933,Telecommunications
3164,90,934,Information Technology
3165,119,935,BICEPS
3166,14,936,Disability
3167,15,937,User Interfaces
3168,7,938,Human Factors
3169,22,939,Educational Technology
3170,28,940,Programming Language C
3171,10,941,Human-Computer Interaction
3172,89,942,Networks
3173,85,943,Prolog
3174,119,944,BICEPS
3175,31,945,Object-Oriented Programming
3176,42,946,Artificial Intelligence
3177,22,947,Educational Technology
3178,10,948,Human-Computer Interaction
3179,10,949,Human-Computer Interaction
3180,10,950,Human-Computer Interaction
3181,103,951,Ergonomics
3182,21,952,Assistive Technology
3183,10,953,Human-Computer Interaction
3184,42,954,Artificial Intelligence
3185,26,955,Computer Science
3186,86,956,Systems Analysis
3187,76,957,Dictionaries
3188,63,958,Virtual Reality
3189,10,959,Human-Computer Interaction
3190,22,960,Educational Technology
3191,83,961,Communication Aids
3192,63,962,Virtual Reality
3193,8,963,Ergonomics Course
3194,47,964,Graphics Programming
3195,47,965,Graphics Programming
3196,26,966,Computer Science
3197,103,967,Ergonomics
3198,103,968,Ergonomics
3199,10,969,Human-Computer Interaction
3200,104,970,Management
3201,22,971,Educational Technology
3202,22,972,Educational Technology
3203,57,973,X-Windows
3204,143,974,Windows Programming
3205,68,975,Multimedia
3206,37,976,TIDE COST
3207,116,977,Telecommunications
3208,148,978,Visual Systems
3209,15,979,User Interfaces
3210,143,980,Windows Programming
3211,30,981,Innovation
3212,89,982,Networks
3213,30,983,Innovation
3214,22,984,Educational Technology
3215,153,985,Serpent System
3216,153,986,Serpent System
3217,153,987,Serpent System
3218,257,988,Lecture Notes in Artificial Intelligence
3219,68,989,Multimedia
3220,155,990,Printers
3221,155,991,Printers
3222,155,992,Printers
3223,155,993,Printers
3224,155,994,Printers
3225,155,995,Printers
3226,155,996,Printers
3227,155,997,Printers
3228,155,998,Printers
3229,29,999,Expert Systems
3230,61,1000,Psychology
3231,22,1001,Educational Technology
3232,9,1002,General Purpose
3233,53,1003,Logic Programming
3234,5,1004,Information Systems
3235,10,1005,Human-Computer Interaction
3236,89,1006,Networks
3237,46,1008,ESPRIT
3238,104,1009,Management
3239,104,1010,Management
3240,15,1011,User Interfaces
3241,22,1012,Educational Technology
3242,22,1013,Educational Technology
3243,196,1014,Programming Languages
3244,29,1015,Expert Systems
3245,81,1016,Modeling
3246,79,1017,ESPRIT/HUFIT
3247,10,1018,Human-Computer Interaction
3248,29,1019,Expert Systems
