BookID,Category,CopiesNo,CoverType,FotocopiesNo,ISBN,Includes,Origin,PublicationYear,Publisher,Shelf,Theme,Title
1806,proceedings,1,paperback,0,,,cs,1984,elsevier science publishers,g121,first ifip conference on 'human - computer interaction' (4-7 september 1984),interact '84 volume 1
1807,proceedings,1,paperback,0,,,cs,1984,elsevier science publishers,g121,first ifip conference on 'human - computer interaction' (4-7 september 1984),interact '84 volume 2
1808,book,1,hardbound,1,0521365708,,cs,1991,cambridge university press,g122,this book describes recent theoretical and methodological developments in the area of human factors for improving the usability of informatics systems.,human factors for informatics usability
1809,book,1,paperback,0,3540197826,,cs,1993,springer-verlag berlin,g121,"this book brings software design, computer support for technical authoring, models of the collaborative writing process.",computer supported collaborative writing
1810,report,1,paperback,0,,,race,1990,commission of the european communities,race-lib,"it contains a selection of papers presented at the workshop: ""towards third generation mobile communications"", held in brussels on 2nd july 1990.",towards third generation mobile communications (a report from the race workshop)
1811,book,1,paperback,0,0878352570,,cs,1991,boyd & fraser publishing company,g121,this textbook emphasizes a practical approach to learning systems analysis and design.,systems analysis and design
1812,book,1,paperback,0,0856330744,,cs,1973,nfer-nelson publishing company,g117,a guide to young children's development for anyone involved in the care of children up to the age of five,from birth to five years children's developmental progress
1813,book,1,paperback,0,0262690721,,cs,1981,mit press,g122,"the book deals with models for three important areas of human behaviour: information processing, manual tracking and decision-making.","man-machine systems information, control, and decision models of human performance"
1814,book,1,hardbound,0,0262193167,,cs/e,1992,mit press,g122,this book provides the necessary background for exploring a new and informed cooperative relationship between humans and machines. δωρεα στη  βιβλιοθηκη ιπ-ιτε.,"telerobotics, automation, and human supervisory control"
1815,book,1,hardbound,0,0126399700,,cs,1988,academic press,g121,this book covers in detail all popular input devices that are used in computer graphics systems.,input devices
1816,book,1,hardbound,0,0262193248,,cs,1992,mit press,g123,"1. computational linguistics 2. grammar, comparative and general-data processing. 3. programming languages (electronic computers)-syntax. 4. parsing (computer grammar).",constraint-based grammar formalisms
1817,book,1,hardbound,0,0201165058,,cs,1987,addison-wesley publishing company,g122,this book presents a comprehensive survey of the specifically human factors that need to be considered in designing intereactive computer systems.,designing the user interface strategies for effective human-computer interaction
1818,book,1,hardbound,0,0201572869,,cs,1992,addison-wesley publishing company,g122,this book provides the most complete and the most current introduction to user interface design.,designing the user interface strategies for effective human-computer interaction
1819,book,1,hardbound,0,0201151715,,3π16,1989,addison-wesley publishing company,g122,"this book provides an introduction to hypertext. hypertext is a new computer technology for manipulating information, it is a new way of reading and writing.",hypertext hands-on! an introduction to a new way of organizing and accessing information
1820,book,1,paperback,0,1567500781,,cs,1993,ablex publishing corporation,g122,this book contains papers which exemplify different research methodologies and show the maturation of human-computer interaction research.,sparks of innovation in human-computer interaction
1821,book,1,paperback,0,1558601678,,cs,1994,morgan kaufmann publishers,g121,"this book is a broad, clear, up-to-date presentation of artificial intelligence programming and problem-solving techniques.",sas
1822,guide,1,paperback,0,,,cs,1990,dti (department of trade and industry),g122,"usability now! covers a wide range of topics in hci aimed at it practioners as well as managers with overall responsibility for the specification, design, manufacture, implementation or use of it systems.",usability now! it and the user working together
1823,book,1,paperback,0,0850667968,,cs,1989,taylor & francis,,this book investigates the syndrome of computer dependency and the background to apocryphal stories which suggest that 'obsessive' dependency of people upon computers is detrimental to their social and phychological development.,computer addiction? a study of computer dependency
1825,report,1,spiral,0,,,guib,1989,rnib (royal national institute for the blind),guib-lib,this report presents the proceedings of a workshop held at the institute of ophthalmology in london in july 1988.,application of technology in low vision
1826,book,1,hardbound,0,0126437408,,cs,1992,academic press,g121,"this book provides design guidelines for producing successful expert critiquing systems, and presents cope, a critic research testbed.",critiquing human error a knowledge based human-computer collaboration approach
1827,book,1,hardbound,0,0442308906,,cs,1993,van nostrand reinhold,g121,this book is a definitive guide to integrated case (computer aided software engineering) technologies and environments.,the integrated case tools handbook
1828,book,1,paperback,0,0850124573,,cs,1984,ncc publications,g123,"this book aims to give a flavour of what is happening in an increasingly important field (ai) that links computer science, psychology, commerce, industry and other social sectors.",introducing artificial intelligence
1829,proceedings,1,paperback,0,0897916247,,cs,1993,acm press,,"proceedings of the fifth acm conference on hypertext proceedings, held in seattle, washington usa, november 14-18, 1993",hypertext '93 proceedings
1830,book,1,hardbound,0,0893915556,,cs,1991,ablex publishing corporation,g123,"i. modern technology and systems ii. systems planning, applications and technology transfer iii. deregulations, privatizations, and market development.",advances in telematics volume 1
1831,book,1,paperback,0,3540580263,,cs,1994,springer-verlag berlin,g121,1. multiagent systems 2. technical framework 3. intentions 4. know-how 5. combining intentions and know-how 6. communications,"multiagent systems a theoretical framework for intentions, know-how, and communications"
1832,booklet,1,paperback,0,,,cs,1992,dyslexia computer resource centre,g117,a guide to some of the main word processors/ special advantages of word processing for dyslexics,using computers with dyslexics no.2 word processing and the dyslexic
1833,booklet,1,paperback,0,,,cs,1993,dyslexia computer resource centre,g117,software for dyslexics,using computers with dyslexics no. 6 software for dyslexics on ibm compatibles
1834,report,2,paperback,0,,,race,1991,commission of the european communities,race-lib,this report presents the achievements and the status of the race programme by the end of 1990 and describes the planning and the continuing activities for 1991.,"research & development in advanced communications technologies in europe, race'91"
1835,book,0,spiral,1,,,cs,1968,university microfilms,cs-lib,theoretical background of demand analysis.,an econometric analysis of demand relationships in greece
1836,book,1,hardbound,0,0126486808,,3π16,1982,academic press,g123,"this book reports on much of the progress made by the field of intelligent tutoring systems to date, and highlights some of the challenges which remain to be tackled.",intelligent tutoring systems
1837,book,1,paperback,0,1850321213,,cs,1995,international thomson publishing,g123,"this book is the ideal guide to online service, allows access to world of information and services-plus a gateway to the internet (disk included). δωρεα στη βιβλιοθηκη ιπ-ιτε.",compuserve for europe a guide to the information superhighway
1838,book,1,paperback,0,0126528527,,cs,1980,academic press,g121,this book describes the nature of the problems between people and systems. then it is concerned with the techniques that have been adopted in a number of applications areas and last considers the activity of programming.,human interaction with computers
1839,book,1,paperback,0,1558602550,,cs,1992,morgan kaufmann publishers,g123,this book focuses on practical design and implementation issues common to many x software development projects.,designing x clients with xt/motif
1840,proceedings,1,hardbound,0,044489540x,,cs,1993,elsevier science publishers,g121,"proceedings of the 5th int. conference on human-computer interaction, orlando, florida, august 8-13, 1993, volume 19a",human-computer interaction: applications and case studies
1841,proceedings,1,paperback,0,,,cs,1993,,g121,"this book consists of 267 abstracts of the accepted poster presentations at the 5th int. conference on human-computer interaction held in orlando, florida, usa 8-13 august 1993.",hci international '93
1842,book,1,hardbound,0,013151119x,,cs,1996,prentice-hall,g122,1. computer software-human factors-standards 2. electronic digital computers-standards,iso and ansi ergonomic standards for computer products a guide to implementation and compliance
1843,book,1,paperback,0,0748401652,,cs,1994,taylor & francis,g121,"in this book, four themes are discussed: 1. aging, work and health 2. aging and mental work capacity 3. trainning and educational programmers and 4. social policy and perspectives.",work and aging: a european prospective
1844,book,1,hardbound,0,3540196919,,cs,1991,springer-verlag berlin,g123,"this book demystifies pc viruses, providing clear, accurate information about this relatively new pc problem. δωρεα στη βιβλιοθηκη ιπ-ιτε.","pc viruses detection, analysis and cure"
1845,book,1,paperback,0,0060464364,,cs,1989,harper & row publishers,g117,the purpose of this book is to assist you in teaching students the basic principles of experimental design.,an introduction to experimental design in psychology a case approach
1846,book,1,paperback,0,020113795x,,cs,1982,addison-wesley publishing company,g121,this book describes the disciplines required in the development of large computer software systems.,software engineering
1847,book,1,hardbound,0,0201565293,,cs,1992,addison-wesley publishing company,g121,this book introduces the reader a spectrum of state-of-the art software engineering techniques which can be applied to practical software projects.,software engineering 4th edition
1848,report,1,paperback,0,,,cs,1992,helios programme,g117,"this report is the continuation of 1st meeting, which was organised  in denmark on the guidance, orientation and assessment which play a role in the school integration of disabled school children.","helios european seminar school orientation, guidance and school evaluation"
1849,report,1,paperback,0,,,cs,1994,department of veterans affairs veterans health administration,g122,"this report is an annual supplement to the journal of rehabilitation r&d, and contains work in the field of rehabilitation research and development both 1992 and 1993.",rehabilitation r&d progress reports 1992-1993
1850,proceedings,1,hardbound,0,0444817107,,cs,1993,elsevier science publishers,g122,"proceedings of the 2nd international conference on broadband islands, athens, greece, 14-16 june 1993",broadband islands: towards integration
1851,manual,1,without cover,0,,,,1,spea graphiti serie,g120a,,spea tvx-konverter handbuch
1852,manual,1,paperback,0,,,race,1985-1991,quarterdeck office systems,race-lib,this is a memory manager for 386 & i486 pcs and ps/2s.,quarterdeck expanded memory manager 386
1853,manual,1,paperback,0,,,3π55,1994,speech systems,g122,this manual explains how the phonetic engine 500 (pe500) speech recognition system operates. it includes installation procedures and glossary,pe500 system development kit version 1.0 pe500 user's guide
1854,manual,1,paperback,0,,,3π55,1994,speech systems,g122,this manual provides an overview of the streamlined pe500 operating technique and documents all spot library functions and spot/vbx custom control properties.,pe500 system development kit version 1.0 spot programmer's guide
1855,manual,1,paperback,0,,,3π55,1994,speech systems,g122,"this manual provides an overview of syntax concepts and a comprehensive discussion of syntax development techniques. it also describes how to use the voicematch toolkit to develop, test, and manage syntaxes",pe500 system development kit version 1.0 syntax development guide
1856,manual,1,paperback,0,,,3π55,1994,speech systems,g122,this manual explains what an application can do with the phonetic decoder and phonetic decoder interface (pdi) software. it also describes how to use the pdi functions to create a speech interface for your application.,pe500 system development kit version 1.0 voicelib programmer's guide
1857,proceedings,1,paperback,0,0897917741,,cs,1995,microsoft press,g121,"proceedings of the 1995 parallel rendering symposium (prs 95), held in georgia, atlanda, october 30-31, 1995",1995 parallel rendering symposium (prs 95)
1858,proceedings,1,paperback,0,0897917367,,cs,1995,acm press,g121,"this proceedings represents the technical papers and program for the 1995 symposium on interactive 3d graphics, held in monterey, california april 9-12, 1995.",1995 symposium on interactive 3d graphics
1859,proceedings,1,paperback,0,0201948001,,cs,1996,addison-wesley/acm siggraph,g121,"proceedings of the annual acm conference on computer graphics and interactive techniques, held at louisiana new orleans, august 4-9, 1996.",siggraph 96 computer graphics proceedings
1860,report,1,spiral,0,,,cs,1993,,gr84.a.2,a new approach for user interaction in virtual environments is examined.,examination of a new approach for user interaction in virtual environments
1861,book,1,paperback,0,0130422355,,cs,1993,prentice-hall,g121,1. the conceptual foundation for dss 2. developing and using dss 3. architecture for dss. 4. creating the dss environment 5. executive information systems 6. group dss 7. expert systems.,"decision support systems, putting theory into practice third edition"
1862,book,1,paperback,0,0262691582,,cs,1991,mit press,g123,1. electronic mail systems 2. communication in organizations 3. decision - making.,connections new ways of working in the networked organization
1863,book,1,paperback,0,013180944x,,cs,1995,prentice-hall,g122,"the objective of this book is to provide a comprehensive technical survey of the protocols and user-visible architecture of isdn & b-isdn, including a detailed examination of frame relay and atm. δωρεα στη βιβλιοθηκη ιπ-ιτε.",isdn and broadband isdn with frame relay and atm
1864,book,1,paperback,0,0750605006,,cs,1992,butterworth-heinemann ltd,g122,this book provides in-depth information on hypertalk and ppl the programming languages of hypercard and plus.,hypertalk and hypertext
1865,tutorial,0,διαφάνεια,1,,,cs,1995,university of central florida,,tutorial notes on hci international '95,human-virtual environment interaction hci '95
1866,book,1,hardbound,0,0748401091,,cs,1994,taylor & francis,,"this book is organized into four parts: experimental research into alarm systems, considerartion of the human operator, design and evaluation of alarm systems, and applications.",human factors in alarm design
1867,manual,1,spiral,0,,,3π46,1992,logic programming associates,group-lib,this manual describes the windows-specific features of 386-prolog for windows.,
1868,manual,1,spiral,0,,,3π46,1992,logic programming associates,group-lib,"this manual describes how to install 386-prolog for windows, and how to use its environment, including the editor, debugger and compilers.",
1869,manual,1,spiral,0,,,3π46,1992,logic programming associates,group-lib,"this manual is a companion to the ""technical reference"". outlined here are the logical groupings and subjects of the 386-prolog predicates.",
1870,proceedings,1,paperback,0,,,cs/e,1989,resna press,g122 (box books),"presentations at the resna 12th annual conference & ussaac first national conference new orleans, la, june 26-30 1989",augmentative and alternative communication 1989
1871,proceedings,1,paperback,0,,,cs,1987,resna press,g121,"these proceedings of the 10th annual conference on rehabilitation technology  (june 19-23, 1987) represent a benchmark in professional efforts to bring engineering and technology to bear on the needs of disabled individuals.",resna '87 meeting the challenge
1872,report,1,paperback,0,0114301301,,cs,1995,hmso publication centre,g122,the context of foresight/ the foresight process/ the findings of the foresight panels/ the steeling group's conclusions on generic priorities,progress through partnership
1873,book,1,hardbound,0,0262193310,,cs,1993,mit press,g117,this book provides the first detailed review of how the brain assembles information from different sensory systems in order to produce a cohent view of the external world.,the merginig of senses
1874,book,1,paperback,0,0803946074,,cs,1994,sage publications,g123,1. telecommunication-european community countries. 2. telecommunication policy european community countries. 3. telecommunication-international cooperation. 4. telecommunication systems-european community countries.,"telecommunications in transition polices, services and technologies in the european community"
1875,book,0,spiral,1,9051991800,,cs,1994,ios press,g122,this book presents a snapshot of some of the genetic algorithms research taking place within europe.,"genetic algorithms in optimisation, simulation and modelling"
1876,book,1,hardbound,0,928264877x,,cs,1993,commission of the european communities,g123,in this book the topics are: motion adaptive pre- and post- filtering with various subsampling and interpolation strategies and source coding. δωρεα στη βιβλιοθηκη ιπ-ιτε.,cost 206 coding and transmission of high-definition tv signals
1877,book,4,paperback,0,0901797642,,guib,1991,rnib (royal national institute for the blind),guib-lib / race-lib,the objective of this book is to review and analyse in perspective the various issues related to the accessibility of guis by blind people and to identify and suggest possible solutions.,access to graphical user interfaces by blind people
1878,report,1,hardbound,0,,,cs,1981,university of kent,g122-cs,this is a third-year project report comprising a theoretical investigation of clinical and ambulatory electrocardiography and an account of the experimental work carried out on an ecg data acquisition system.,a pilot study on a data acquisition and pattern recognition system for use in the analysis of 24-hou
1879,book,1,paperback,0,,,cs,1986,,g122-cs,the theme of this thesis is the application of information technology principles and techniques in the field of rehabilitation engineering.,a study of methodologies of information technology in the provision of communication aids for the sp
1881,book,1,paperback,0,0471599565,,cs,1993,john wiley & sons,g123,1. business-data processing. 2. information technology.,computing in the information age
1882,book,1,paperback,0,0471128430,,cs,1995,john wiley & sons,,this book offers tested tips on everything from managing your company's image to finding customers and selling products to monitoring your success online.,world wide web marketing new techniques for marketing on the internet
1883,book,1,paperback,0,1558510370,,cs,1989,m & t books,g123,"""fractal programming in c"" is a comprehensive ""how to"" book written for programmers interested in fractals.",fractal programming in c
1884,book,1,hardbound,0,0471552690,,cs,1992,john wiley & sons,g121,this book designed to assist the prospective producer in the development and implementation of a formal proposal activity.,proposal preparation
1885,book,1,paperback,1,,,cs,1991,dti (department of trade and industry),g122,"this directory is one of a set which includes directories of hci consultants, hci methods and tools and hci standards.","directory of hci standards, usability now!"
1886,book,2,paperback,0,9061964628,,cs,1996,smc (stichting mathematish centrum),g123,this book presents samples over the entire range of smc's activities and doing so invites assessment,images of smc research 1996
1887,book,1,hardbound,0,0818628022,,cs,1992,ieee computer society press,g121,1. management information systems 2. decision support systems.,information systems and decision processes
1888,book,1,hardbound,0,0201074036,,cs,1982,addison-wesley publishing company,g123,this book is offered as one way to introduce the student to basic principles of microprocessor technology. it will give the student a strong foundation in techniques for connecting computers to peripherals and communications devices. δωρεα στη βιβλιοθηκη ιπ-ιτε.,microcomputer interfacing
1889,proceedings,1,paperback,0,0897914619,,cs,1991,acm press,,"proceedings of the 3rd conference on hypertext , held in san antonio, texas, december 15-18, 1991",hypertext '91 proceedings
1890,book,1,hardbound,0,0070617988,,cs,1982,mcgraw-hill,g123,"this book gives electronic designers the design concepts, schematics and software they need for applications of the microprocessors most commonly used in microcomputer design. δωρεα στη βιβλιοθηκη ιπ-ιτε.",microprocessor applications handbook
1891,book,1,διαφάνεια,0,,,cs,1994,otto-von-guericke university of magdeburg,g123,this book studies pictures-and to a certain extent also language-from a computer scientists' point of view.,seeing between the pixels
1892,report,2,paperback,0,9072510046,,cs,1989,handicap and education helios,g117,"this conference had three themes: special systems and integrated situations, handling differences in the classroom and transition into the labour market.",integration at work the first european community conference on handicap and education
1893,book,1,paperback,0,0521337399,,cs,1987,cambridge university press,g122,plans and situated actions presents a compelling case for the reexamination of current models underlying interface design.,plans and situated actions the problem of human-machine communication
1894,book,2,hardbound,0,0201503050,,cs,1991,addison-wesley publishing company,g121,this book explores how artificial intelligence techniques can be used to improve interfaces for both users and developers of computer systems.,intelligent user interfaces
1895,book,1,paperback,0,0135877911,,cs,1993,prentice-hall,g121,"this book introduces the concept of objects, enabling a systems analyst/designer involved in development to see and understand what an object-oriented approach means.",modelling the world with objects
1896,manual,1,paperback,0,840850002,,group,1989,summagraphics corporation,group-lib,"this manual provides the information you need to install, use, and care for your summasketch.",summasketch ii series user's guide
1897,manual,1,paperback,0,800519510,,guib,1990,sun microsystems,guib-lib,"this manual contains user information for the 19"" and 16"" color monitors","aaai'93 proceedings of the eleventh national conference on artificial intelligence july 11-6 1993, w"
1898,manual,1,spiral,0,800492910,,guib,1990,sun microsystems,rti-lib(box_a),this manual describes the deskset environment for openwindows.,deskset environment reference guide
1899,manual,1,hardbound,0,,,guib,1991,sun microsystems,guib-lib,this package of manuals explains how to install a desktop sparc machine.,desktop sparc
1900,manual,2,spiral,0,800570410,,guib,1991,sun microsystems,guib-lib,this manual describes the deskset environment for openwindows.,desktop sparc deskset reference guide
1901,manual,2,spiral,0,800570410,,race,1991,sun microsystems,race-lib,this manual describes the deskset environment for openwindows.,desktop sparc deskset reference guide
1902,manual,1,paperback,0,814504401,,guib,1991,sun microsystems,guib-lib,this manual explains how to install a desktop sparc machine as a diskless client of a server runing the sunos operating system.,desktop sparc installing a diskless desktop sparc client
1903,manual,2,paperback,0,814504401,,race,1991,sun microsystems,rti-lib(box_c),this manual explains how to install a desktop sparc machine as a diskless client of a server running the sunos operating system.,desktop sparc installing a diskless desktop sparc client
1904,manual,2,spiral,0,814504801,,guib,1991,sun microsystems,guib-lib,this manual introduces the major features of your sparcstation elc workstation.,desktop sparc sparcstation elc installation and repair guide
1905,manual,2,spiral,0,814504801,,race,1991,sun microsystems,rti-lib(box_c),this manual introduces the major features of your sparcstation elc workstation.,desktop sparc sparcstation elc installation and repair guide
1906,manual,1,spiral,0,800671810,,guib,1991,sun microsystems,guib-lib,"this manual has four parts: system basics, administration basics, network administration, peripherals and the system kernel.",desktop sparc sun system & network manager's guide
1907,manual,1,spiral,0,800541610,,guib,1990,sun microsystems,guib-lib,"this manual has four parts: system basics, administration basics, network administration, peripherals and the system kernel.",desktop sparc sun system & network manager's guide
1908,manual,1,spiral,0,800570210,,guib,1991,sun microsystems,guib-lib,"this manual has four parts: system basics, administration basics, network administration, peripherals and the system kernel.",desktop sparc sun system & network manager's guide
1909,manual,2,spiral,0,800671810,,race,1991,sun microsystems,rti-lib(box_c),"this manual has four parts: system basics, administration basics, network administration, peripherals and the system kernel.",desktop sparc sun system & network manager's guide
1910,manual,1,spiral,0,800482610,,guib,1990,sun microsystems,guib-lib,this manual is an introductory guide for sun system users.,desktop sparc sun system user's guide
1911,manual,1,spiral,0,800570310,,guib,1991,sun microsystems,guib-lib,this manual is an introductory guide for sun system users.,desktop sparc sun system user's guide
1912,manual,2,spiral,0,800570310,,race,1991,sun microsystems,rti-lib(box_c),this manual is an introductory guide for sun system users.,desktop sparc sun system user's guide
1913,manual,1,spiral,0,800633911,,guib,1992,sun microsystems,guib-lib,this manual is an introductory guide for sun system users.,desktop sparc sun system user's guide
1914,manual,1,spiral,0,800633911,,race,1992,sun microsystems,rti-lib(box_c),this manual is an introductory guide for sun system users.,desktop sparc sun system user's guide
1915,manual,1,spiral,0,800556510,,guib,1990,sun microsystems,rti-lib(box_c),"this manual provides illustrated instructions for adding hardware to your system, such as printers, terminals and modems.",desktop sparcstation ipc installation guide
1916,manual,1,spiral,0,800577210,,race,1991,sun microsystems,rti-lib(box_c),"this manual provides illustrated instructions for adding hardware such as monitors, external storage devices, printers, terminals, and modems to your system.",desktop sparcstation ipx installation guide
1917,manual,1,ντοσιέ,0,800477810,,guib,1990,sun microsystems,guib-lib,this manual is a global index.,global index
1918,manual,1,ντοσιέ,0,800385010,,guib,1990,sun microsystems,guib-lib,this manual gives an overview of the network services available in the sun 4.1 release.,network programming guide
1919,manual,1,paperback,0,800489910,,guib,1990,sun microsystems,rti-lib(box_a),this manual tells you how to install and start up the openwindows environment.,openwindows version 2 installation and start-up guide
1920,manual,1,paperback,0,800491010,,guib,1990,sun microsystems,rti-lib(box_a),"this manual discusses the deskset environment, the x11/news server, the xview toolkit, the open look intrinsics toolkit (olit), the news language, and the news toolkit.",openwindows version 2 release notes
1921,manual,1,spiral,0,800493010,,guib,1990,sun microsystems,rti-lib(box_a),this manual uses windows and menus with common graphic symbols instead of typed system commands to provide an intuitive environment.,openwindows version 2 user's guide
1922,manual,1,paperback,0,800623110,,guib,1991,sun microsystems,rti-lib(box_a),this manual describes the deskset environment for openwindows version 3.,openwindows version 3 deskset reference guide
1923,manual,1,paperback,0,800623110,,race,1991,sun microsystems,rti-lib(box_a),this manual describes the deskset environment for openwindows version 3.,openwindows version 3 deskset reference guide
1924,manual,1,ντοσιέ,0,800384410,,guib,1990,sun microsystems,guib-lib,this manual describes how to compile c programs under the sunos version of the unix operating system runing on sun microsystems.,programmer's language guides
1925,manual,1,ντοσιέ,0,800384610,,guib,1990,sun microsystems,guib-lib,"this manual describes the architecture of the virtual memory system, in the virtual memory system.",programmer's overview utilities & libraries
1926,manual,1,without cover,0,800546112,,guib,1990,sun microsystems,guib-lib,this manual is an openwindows tutorial.,read this first sunos release 4.1.1
1927,manual,1,paperback,0,800381810,,guib,1990,sun microsystems,rti-lib(box_a),this manual provides a sunview-based user interface for the tests formerly executed under the sun system diagnostic known as sysdiag and for sundiag tests written for new sun products.,sundiag user's guide
1928,manual,2,ντοσιέ,0,800548010,,guib,1990,sun microsystems,guib-lib,"this manual covers changes, limitations, and enhancements introduced in sunos 4.1 and sunos 4.1.1.",sunos 4.1.1 release manual
1929,manual,1,ντοσιέ,0,800175411,,guib,1990,sun microsystems,guib-lib,"this manual describes vi, the visual display editor.",sunos documentation tools
1930,manual,1,ντοσιέ,0,800382710,,guib,1988,sun microsystems,guib-lib,this manual describes publicly accessible commands in alphabetic order.,sunos reference manual (volume i)
1931,manual,1,ντοσιέ,0,800382710,,guib,1990,sun microsystems,guib-lib,this manual describes all of the system calls.,sunos reference manual (volume ii)
1932,manual,1,ντοσιέ,0,800382710,,guib,1990,sun microsystems,guib-lib,this manual describes formats of files used by various programs.,sunos reference manual (volume iii)
1933,manual,1,paperback,0,800383410,,guib,1990,sun microsystems,rti-lib(box_a),this manual describes problems that can arise during normal use of the sunos operating system and a number of its utility programs.,sunos user's guide: basic troubleshooting
1934,manual,1,paperback,0,800383510,,guib,1990,sun microsystems,rti-lib(box_a),this manual describes the setup files for the c shell command interpreter and the interactive editor vi.,sunos user's guide: customizing your environment
1935,manual,1,spiral,0,800383310,,guib,1990,sun microsystems,rti-lib(box_a),"this manual describes of the more sophisticated features the sunos operating system provides, and how to use them to simplify complicated tasks.",sunos user's guide: doing more
1936,manual,1,spiral,0,800383010,,guib,1990,sun microsystems,rti-lib(box_a),this manual introduces the basic knowledge you need to use the sunos operating system and the sun workstation.,sunos user's guide: getting started
1937,manual,1,ντοσιέ,0,800178311,,guib,1990,sun microsystems,guib-lib,"this manual is a combination tutorial, user's guide, and reference.",sunview programmer's guide
1938,manual,1,ντοσιέ,0,800178411,,guib,1990,sun microsystems,guib-lib,this manual covers two major areas: the building blocks on which the application level is built and advanced application-related features.,sunview system programmer's guide pixrect reference
1939,manual,1,spiral,0,800383110,,guib,1990,sun microsystems,rti-lib(box_a),this manual helps you get started using sunview windows whether you're a brand-new user or an expert.,sunview user's guide
1940,manual,1,ντοσιέ,0,800380510,,race,1990,sun microsystems,race-lib,"this is a manual for managing sun computers running the sunos operating system, release 4.1.",system & network administration
1941,manual,1,ντοσιέ,0,800385110,,guib,1990,sun microsystems,guib-lib,this manual is a guide to adding drivers for new devices to the sunos kernel.,writing device drivers streams programming
1942,manual,1,paperback,0,801550010,,,1993,sun microsystems,g120a,,sparcworks tutorial
1943,manual,1,paperback,0,801531110,,,1993,sun microsystems,g120,,assembly language reference manual for sparc
1944,manual,1,paperback,0,801538310,,,1993,sun microsystems,g120a,,introduction to solaris 2.3 for software developers
1945,manual,1,paperback,0,801538210,,,1993,sun microsystems,g120a,,introduction to solaris 2.3 for users
1946,manual,1,paperback,0,801732210,,,1994,sun microsystems,g120a,,maintenance supplement 1 for solaris 2.3
1947,manual,1,paperback,0,801597910,,,1993,sun microsystems,g120a,,master developer series a guide to solaris development tools
1948,manual,1,paperback,0,801536410,,,1993,sun microsystems,g120a,,motif 1.2 programmer's reference manual
1949,manual,1,paperback,0,801536610,,,1993,sun microsystems,g120,,motif 1.2 style guide
1950,manual,1,paperback,0,801520010,,,1993,sun microsystems,gr82,,nis+ quick start
1951,manual,1,paperback,0,801531610,,,1993,sun microsystems,g120,,olit 3.3 reference manual
1952,manual,1,paperback,0,801531710,,,1993,sun microsystems,g120,,olit quick-start programming guide
1953,manual,1,paperback,0,800607611,,,1993,sun microsystems,g120a,,openboot command reference solaris 2.3
1954,manual,1,paperback,0,801531410,,,1993,sun microsystems,g120a,,openwindows 3.3 reference manual
1955,manual,1,paperback,0,801531310,,,1993,sun microsystems,g120,,openwindows 3.3 server programmer's guide
1956,manual,1,paperback,0,800761111,,,1993,sun microsystems,g120,,openwindows developer's guide 3.0.1 user's guide
1957,manual,1,paperback,0,800761411,,,1993,sun microsystems,g120a,,openwindows developer's guide 3.0.1: programmer's guide to the olit code generator solaris 2.3
1958,manual,1,paperback,0,800761211,,,1993,sun microsystems,g120a,,openwindows developer's guide 3.0.1: programmer's guide to the xview toolkit code generator solaris
1959,manual,1,paperback,0,801610710,,,1993,sun microsystems,g120a,,openwindows developer's guide motif conversion utilities manual
1960,manual,1,paperback,0,801549810,,,1993,sun microsystems,g120a,,platform notes sparcstation 10sx system configuration guide
1961,manual,1,paperback,0,801538810,,,1993,sun microsystems,g120a,,smcc nfs server performance and tuning guide
1962,manual,1,paperback,0,801528910,,,1993,sun microsystems,g120,,solaris 2.3 adding and maintaining peripherals
1963,manual,1,paperback,0,801529010,,,1993,sun microsystems,g120a,,solaris 2.3 administering file systems
1964,manual,1,paperback,0,801528210,,,1993,sun microsystems,g120a,,"solaris 2.3 administering security, performance, and accounting"
1965,manual,1,paperback,0,801527110,,,1993,sun microsystems,g120,,solaris 2.3 advanced user's guide
1966,manual,1,paperback,0,801527810,,,1993,sun microsystems,g120,,solaris 2.3 basic installation guide
1967,manual,1,paperback,0,801530210,,,1993,sun microsystems,g120,,solaris 2.3 binary compatibility manual
1968,manual,1,paperback,0,801528710,,,1993,sun microsystems,g120,,solaris 2.3 desktop integration guide
1969,manual,1,paperback,0,801528010,,,1993,sun microsystems,g120,,solaris 2.3 developer's guide to application packaging
1970,manual,1,paperback,0,801529810,,,1993,sun microsystems,g120,,solaris 2.3 developer's guide to internationalization
1971,manual,1,spiral,0,801527010,,,1993,sun microsystems,g120a,,solaris 2.3 quick start guide
1972,manual,1,paperback,0,801526910,,,1993,sun microsystems,g120a,user/system administrator/developer,solaris 2.3 roadmap to documentation
1973,manual,1,paperback,0,801528110,,,1993,sun microsystems,g120,,"solaris 2.3 setting up accounts, printers, and mail"
1974,manual,1,paperback,0,801527910,,,1993,sun microsystems,g120,,solaris 2.3 software manager administrator's guide
1975,manual,1,paperback,0,801530110,,,1993,sun microsystems,g120,,solaris 2.3 source compatibility manual
1976,manual,1,paperback,0,801526310,,,1993,sun microsystems,g120a,,solaris 2.3 standards conformance guide
1977,manual,1,paperback,0,801538610,,,1993,sun microsystems,g120a,,solaris 2.3 transition guide
1978,manual,1,paperback,0,801527210,,,1993,sun microsystems,gr82,,solaris 2.3 user's guide
1979,manual,1,paperback,0,801528610,,,1993,sun microsystems,g120a,,solaris 2.3 user's guide to system administration
