Abstract,Accepted,CnfJ,CondAccepted,Description,FullPaper,HardCopy,InPress,Link,PaperID,Project,SoftCopy,Submitted,Title,Topic,UndSubmission,Year
false,false,project  deliverables,false,"tide core ii deliverable # 17-2, core consortium, february 1995, 40 pages.",false,true,false,,245,tide-core ii,false,false,demand analysis: a quntitative approach,marketing,false,1995
false,false,project  deliverables,false,"tide tp1001 access project, deliverable d.4.1.2, february 1995, 98 pages",false,true,false,,246,tide-access,false,false,"final report on user needs, volume ii: requirements of speech-motor and language-cognitive impaired users for access to communication aids",communication aids,false,1995
false,false,project  deliverables,false,"race r2009 ipsni ii deliverable, cec-dgxiii, race central office, december 1994, 135 pages",false,true,false,,247,race ipsni ii,false,false,wp3: assessment of access guaranteed by terminal adaptations,terminal adaptations,false,1994
false,false,project  deliverables,false,"race r2009 ipsni ii deliverable, cec-dgxiii, race central office, brussels, belgium, december 1994, 45 pages.",false,true,false,,248,race ipsni ii,false,false,identification of special services for psn users,terminal adaptations,false,1994
false,false,project  deliverables,false,"tide-guib ii, deliverable no 13.3, guib ii consortium, december 1994, 18 pages",false,true,false,,249,tide-guib ii,false,false,report on the experimental prototyping od applications,uims,false,1994
false,false,project  deliverables,false,"tide-guib ii deliverable no 13.2 guib ii consortium, december 1994, 66 pages",false,true,false,,250,tide-guib ii,false,false,final report on the demonstrator in the framework of multimedia uims,uims,false,1994
false,false,project  deliverables,false,"tide-guib ii deliverable no. 15.2, guib ii consortium, november 1994, 71 pages",false,true,false,,251,tide-guib ii,false,false,report on the xwindows demonstrator,graphical user interfaces,false,1994
false,false,project  deliverables,false,"deliverable f.3.3, heart study, tide office, cec dgxiii, brussels, belgium, september 1994, 122 pages.",false,true,false,,252,tide-heart,false,false,assessment of the potential impact of technology synergies and technology transfer in rehabilitation technology,technology transfer,false,1994
false,false,project  deliverables,false,"deliverable f.2.3, heart study, tide office, cec dgxiii, brussels, belgium, september 1994, 122 pages.",false,true,false,,253,tide-heart,false,false,assessment of opportunities in favour of people with special needs in selected new technological fields,assistive technology,false,1994
false,false,project  deliverables,false,"deliverable f.1.3, heart study, tide office, cec dgxiii, brussels, belgium, september 1994, 98 pages.",false,true,false,,254,tide-heart,false,false,review of the current situation and assessment of future prospects of rehabilitation technology,assistive technology,false,1994
false,false,project  deliverables,false,"tide tp1001 access project, progresse report no 1, august 1994, 41 pages.",false,true,false,,255,tide-access,false,false,development of the tools for workpackage i,uims,false,1994
false,false,project  deliverables,false,"tide tp1001 access project, deliverable 4.2.1, august 1994, 30 pages",false,true,false,,256,tide-access,false,false,draft report on foressen products,uims,false,1994
false,false,project  deliverables,false,"race r2009 ipsni ii deliverable, cec-dgxiii, race central office, brussels, belgium, june 1994, 85 pages.",false,true,false,,257,race ipsni ii,false,false,two adapted terminal emulators for psn and relevant documentation,terminal adaptations,false,1994
false,false,project  deliverables,false,"tide-core ii deliverable 18, chapter 2, core consortium, june 1994, 24 pages.",false,true,false,,258,tide-core ii,false,false,physical design and implementation of the information system demonstrator,information systems,false,1994
false,false,project  deliverables,false,"tide-core ii deliverable 18, chapter 1, core consortium, may 1994, 38 pages",false,true,false,,259,tide-core ii,false,false,conceptual and logic design of the information system and technology assessment,information systems,false,1994
false,false,project  deliverables,false,"tide-guib ii deliverable no 13.1, guib consortium, may 1994, 32 pages.",false,true,false,,260,tide-guib ii,false,false,draft report on the demonstrator in the framework of multimedia uims,uims,false,1994
false,false,project  deliverables,false,"deliverable c2, heart study, tide office, cec dgxiiii, march 1994, 20 pages.",false,true,false,,261,tide-heart,false,false,european service delivery systms in rehabilitation technology,assistive technology,false,1994
false,false,project  deliverables,false,"race r2009 ipsni ii deliverable, cec-dg xiii, race central office, brussels, belgium, december 1993, 75 pages",false,true,false,,262,race ipsni ii,false,false,implementation of psn users to service interaction dialogues,uims,false,1993
false,false,project  deliverables,false,"race r2009 ipsni ii deliverable, cec - dg xiii, race central office, brussels, belgium, december 1993, 61 pages.",false,true,false,,263,race ipsni ii,false,false,preliminary adaptation of two terminal emulators for psn,terminal adaptations,false,1993
false,false,project  deliverables,false,"επιχειρησιακό πρόγραμμα της γενικής γραμματείας περιφέρειας κρήτης, υπουργείο εργασίας, αύγουστος 1993, σελ. 36",false,true,false,,264,horizon,false,false,"εξέταση των εκπαιδευτικών δυνατοτήτων και των αναγκών των σχολικών μονάδων ειδικής αγωγής της περιφέρειας κρήτης, παραδοτέο ι, μέρος α: διεξαγωγή της έρευνας: θεωρία, μεθοδολογία και συλλογή στοιχείων",,false,1993
false,false,project  deliverables,false,"επιχειρησιακό πρόγραμμα της γενικής γραμματείας της περιφέρειας κρήτης, υπουργείο εργασίας, αύγουστος 1993, σελ. 349",false,true,false,,265,horizon,false,false,"εξέταση των εκπαιδευτικών δυνατοτήτων  και των αναγκών των σχολικών μονάδων ειδικής αγωγής της περιφέρειας κρήτης, παραδοτέο ι, μέρος β: ανάλυση των αποτελεσμάτων",,false,1993
false,false,project  deliverables,false,"επιχειρησιακό πρόγραμμα της γενικής γραμματείας περιφέρειας κρήτης, αύγουστος 1993, σελ. 9.",false,true,false,,266,horizon,false,false,"εξέταση των εκπαιδευτικών δυνατοτήτων και αναγκών των σχολικών μονάδων ειδικής αγωγής της περιφέρειας κρήτης: παραδοτέο ι, μέρος γ: περίληψη",,false,1993
false,false,project  deliverables,false,"race r2009 ipsni ii deliverable, cec - dg xiii, race central office, brussels, belgium, june 1993, 42 pages.",false,true,false,,267,race ipsni ii,false,false,hardware and software specifications of adapted terminal emulators for psn,terminal adaptations,false,1993
false,false,project  deliverables,false,"race r2009 ipsni ii deliverable, cec-dg xiii, race central office, brussels, belgium, june 1993, 85 pages.",false,true,false,,268,race ipsni ii,false,false,two terminal emulators and relevant documentation,terminal adaptations,false,1993
false,false,project  deliverables,false,"race r2009 ipsni ii deliverable, cec - dg xiii, race central office, brussels, belgium, january 1993, 54 pages.",false,true,false,,269,race ipsni ii,false,false,hardware and software specifications of the terminal emulator,terminal adaptations,false,1993
false,false,project  deliverables,false,"επιχειρησιακό πρόγραμμα της γενικής γραμματείας περιφέρειας κρήτης, υπουργείο εργασίας, ιανουάριος 1993, σελ. 23.",false,false,false,,270,horizon,false,false,ετήσια έκθεση προόδου εργασιών έτους 1992 για το πρόγραμμα horizon,,false,1993
false,false,project  deliverables,false,"tide-core deliverable no 4 (v2), core consortium, october 1993, 72 pages",false,true,false,,271,tide-core,false,false,models of selected areas/segments within the rehabiliatation technology market,assistive technology,false,1993
false,false,project  deliverables,false,"chapter 3, tide-core deliverable no 6, core consortium, october 1993, 23 pages",false,true,false,,272,tide-core,false,false,a global scheme for na information system for the rehabilitation technology market,information systems,false,1993
false,false,project  deliverables,false,"chapter 4, tide-core deliverable no 6, core consortium, october 1993, 15 pages.",false,true,false,,273,tide-core,false,false,"definition of strategies for data collection, processing and dissemination",information systems,false,1993
false,false,project  deliverables,false,"tide-guib deliverable no 6, guib consortium, may 1993, 93 pages.",false,true,false,,274,tide-guib,false,false,investigation of multimedia uims architectures with respect to blind people,uims,false,1993
false,false,project  deliverables,false,"tide-guib ii deliverable no. 15.1, guib ii consortium, november 1993, 21 pages",false,true,false,,275,tide-guib ii,false,false,draft report on the x-windows demonstrator,graphical user interfaces,false,1993
false,false,project  deliverables,false,"tide-guib deliverable no 11, guib consortium,, may 1993, 47 pages",false,true,false,,276,tide-guib,false,false,report on the development of run-time module,graphical user interfaces,false,1993
false,false,project  deliverables,false,"tide-core deliverable no 4 (v1), core consortium, february 1993, 121 pages",false,true,false,,277,tide-core,false,false,models of selected areas/segments within the rehabilitation technology market,communication aids,false,1993
false,false,project  deliverables,false,"tide-guib deliverable no 1, guib consortium, june 1993, 65 pages",false,true,false,,278,tide-guib,false,false,analysis of textual and graphical user interfaces,user interfaces,false,1993
false,false,project  deliverables,false,"tide-guib deliverable no 5, guib consortium, december 1992, 99 pages",false,true,false,,279,tide-guib,false,false,analysis of textual and graphical user interfaces,user interfaces,false,1992
false,false,project  deliverables,false,"tide-guib draft deliverable no 10, guib consortium, june 1992, 88 pages",false,true,false,,280,tide-guib,false,false,preliminary report on the development of the run-time module,graphical user interfaces,false,1992
false,false,project  deliverables,false,"race r2009 ipsni ii delinerable, cec - dg xiii, race central office, belgium, december 1992, 84 pages",false,true,false,,281,race ipsni ii,false,false,wp 1.3: definition of the functionality of multimedia interfaces,multimedia systems,false,1992
false,false,project  deliverables,false,"race r2009 ipsni ii deliverable, cec - dg xiii, race central office, brussels, belgium, december 1992, 104 pages",false,true,false,,282,race ipsni ii,false,false,multimedia exchanges of information of  psn,information systems,false,1992
false,false,project  deliverables,false,"εκθεση προόδου εργασιών, έτους 1992, για το σύστημα handynet, υπουργείο υγείας, πρόνοιας και  κοινωνικών  ασφαλίσεων, δεκέμβριος 1992, σελ. 22.",false,true,false,,283,handynet,false,false,"ετήσια έκθεση προόδου εργασιών, έτους 1992 για την ανάπτυξη και λειτουργία του συστήματος handynet στην ελλάδα",,false,1992
false,false,project  deliverables,false,"race r2009 ipsni ii deliverable, cec - dg xiii, race central office, brussels, belgium, july 1992, 41 pages.",false,true,false,,284,race,false,false,wp 1.1: report on adaptations of b-isdn services and applications,terminal adaptations,false,1992
false,false,project  deliverables,false,"ετήσια έκθεση προόδου εργασιών έτους 1991 για το σύστημα handynet στην ελλάδα, υπουργείουγείας πρόνοιας και κοινωνικών ασφαλίσεων, ιανουάριος 1992, σελ. 15.",false,true,false,,285,handynet,false,false,ετήσια έκθεση προόδου εργασιών έτους 1991 σχετικά με την ανάπτυξη και λειτουργία του συστήματος handynet στην ελλάδα,,false,1992
false,false,project  deliverables,false,"race r1066 ipsni deliverable, cec-dg xiii, race central office, brussels, belgium, december 1991, 277 pages",false,true,false,,286,race,false,false,wp 4: ibc terminal functional specifications,terminal adaptations,false,1991
false,false,project  deliverables,false,"race r1066 ipsni deliverable, cec - dg xiii, race central office, brussels, belgium, december 1991, 55 pages",false,true,false,,287,race,false,false,wp 4: user tasks in a multi-media environment,multimedia systems,false,1991
false,false,project  deliverables,false,"race r1066 ipsni deliverable, cec - dg xiii, race central office, brussels, belgium, december 1991, 136 pages",false,true,false,,288,race,false,false,wp 4: sumulation of the interaction of various people with special needs user groups with selected examples of foreseen services,telecommunication services,false,1991
false,false,project  deliverables,false,"race r1066 ipsni deliverable, cec - dg xiii, race central office , brussels, belgium, december 1991, 41 pages",false,true,false,,289,race,false,false,wp 4: special application and special services for people with special needs,telecommunication services,false,1991
false,false,project  deliverables,false,"report on the framework of the project etsi stc hf4 pt6v, sophia antipolis, france, october 1991, 104 pages",false,true,false,,290,etsi,false,false,"telecommunications facilities for people with special needs, volume 1: evaluation of the standardisation situation and recommendations for further standardisation activities",standards/guidelines,false,1991
false,false,project  deliverables,false,"report in the framework of the project etsi stc hf4 pt6v, sophia antipolis, france, october 1991, 380 pages",false,true,false,,291,etsi,false,false,"telecommunications facilities for people with special needs, volume 2: pt6v data base and matrix sheets",standards/guidelines,false,1991
false,false,project  deliverables,false,"contribution to the tide market survey report, cec - dg xiii, tide central office, brussels, belgium, june 1991, 113 pages",false,true,false,,292,tide-tms,false,false,tide market survey report,market survey,false,1991
false,false,project  deliverables,false,"report in the framework of the project etsi stc hf4 pt6v, sophia antipolis, france, january 1991, 102 pages.",false,true,false,,293,etsi,false,false,"telecommunications facilities for people with special needs, stage 1: standardisation situation in europe",standards/guidelines,false,1991
false,false,project  deliverables,false,"'εκθεση προόδου εργασιών έτους 1990 για το σύστημα handynet, υπουργείο υγείας π΄ρονοιας και κοινωνικών ασφαλίσεων, ιανουάριος 1991, σελ. 20.",false,true,false,,294,handynet,false,false,"ετήσια έκθεση προόδου εργασιών, έτους 1990, σχετικά με την ανάπτυξη και λειτουργία του συστήματος handynet στην ελλάδα",,false,1991
false,false,project  deliverables,false,"race r1066 ipsni deliverable, cec-dg xiii, race central office, brussels, belgium, december 1990, 205 pages",false,true,false,,295,race,false,false,wp 3: ibc terminal functional specifications,terminal adaptations,false,1990
false,false,project  deliverables,false,"race r1066 ipsni deliverable, cec-dg xiii, race central office, brussels, belgium, june 1990, 100 pages.",false,true,false,,296,race,false,false,wp 2.1: state of the art solutions of a model ibc terminal for users with special needs,terminal adaptations,false,1990
false,false,project  deliverables,false,"race r1066 ipsni deliverable, cec-dg xiii, race central office, brussels, belgium, june 1990, 156 pages",false,true,false,,297,race,false,false,wp 2.2: potential solutions for accessibility of ibc terminals for psn users,terminal adaptations,false,1990
false,false,project  deliverables,false,"ετήσια έκθεση προόδου εργασιών, έτους 1989, για το σ΄συστημα handynet, υπουργείο υγείας πρόνοιας και κοινωνικών ασφαλίσεων, ιανουάριος 1990, σελ. 40.",false,true,false,,298,handynet,false,false,"ετήσια έκθεση προόδου εργασιών, έτους 1989, σχετικά με την ανάπτυξη και λειτουργία του συστήματος handynet στην ελλάδα",,false,1990
false,false,project  deliverables,false,"race r1066 ipsni deliverable, race central office, brussels, belgium, january 1990, 117 pages",false,true,false,,299,race,false,false,wp 2.3: initial ibc terminal design guidelines in favour of users with special needs,terminal adaptations,false,1990
false,false,project  deliverables,false,"race r1066 ipsni deliverable, cec- dg xiii, race central office, brussels, belgium, june 1989, 90  pages",false,true,false,,300,race,false,false,wp 1: collection of ibc criteria,terminal adaptations,false,1990
true,true,proceedings of international conferences and workshops (abstract reviewed),false,"2nd multisciplinary workshop on cognitive modeling and user interface development (with emphasis on social cognition) european society for the study of cognitive systems (esscs), freiburg, germany, 15-17 december 1997, 1 page abstract.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@726a6b94,301,tide-access,true,false,multiple metaphor environments: issues for effective human interface design,metaphors,false,1997
false,false,editorials in books - proceedings,false,"obernai, france, 3-4 november 1997, 1 page. available electronically at http://ui4all.ics.forth.gr/ui4all-97/proceedings.html",false,true,false,,304,,false,false,"3rd ercim workshop on ""user interfaces for all""",user interfaces,false,1997
false,false,editorials in books - proceedings,false,"heraklion, crete, greece, 30-31 october 1995, 3 pages. available electronically at http://ui4all.ics.forth.gr/ui4all-95/proceedings.html",false,true,false,,305,,false,false,"1st ercim workshop on ""towards user interfaces for all: current efforts and future trends""",user interfaces,false,1995
false,false,invited talks,false,"4ο πανελλήνιο συνέδριο φυσικής ιατρικής και αποκατάστασης, αθήνα 13-14 δεκεμβρίου 1997, σελ. 10.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@6ad11a56,307,handynet,true,false,πρόσβαση ατόμων με ειδικές ανάγκες στην κοινωνία της πληροφορίας: ευρωπαϊκή τράπεζα πληροφοριών για θέματα αποκατάστασης,accessibility,false,1997
false,false,invited talks,false,"διημερίδα horizon με θέμα: δομές για την κοινωνικο-οικονομική `ενταξη  ατόμων με ειδικές ανάγκες - τύποι απασχόλησης - νομοθετικό πλαίσιο - υπηρεσίες συνοδείας"", βουλιαγμένη, 28-29 νοεμβρίου 1997, σελ. 10.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@522b2631,308,horizon,true,false,`εργο εστια: επαγγελματική κατάρτιση ατόμων με ειδικές ανάγκες σε περιβάλλοντα εργασίας όπου χρησιμοποιούνται υπολογιστές,vocational training,false,1997
false,false,edited and co-authored books,false,"mahwah, nj: lawrence erlbaum associates, isbn 0-8058-2967-9, 760 pages.",false,true,false,,310,,false,false,"user interfaces for all - concepts, methods, and tools",human-computer interaction,false,2001
false,true,international journals,false,"international journal of human-computer interaction, 1998 (2), pp. 107-134. available at: http://www.ics.forth.gr/proj/at-hci/files/white_paper_1998.pdf.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@3ff57625,311,,true,false,towards an information society for all: an international r & d agenda,information society,false,1998
false,false,invited talks,false,"european telematics: advancing the information society conference, session ""human-computer interfaces - imagining the interfaces of the future"", barcelona, spain, 4-7 february 1998.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@1ee29c84,314,tide-access,true,false,design for all in hci,human-computer interaction,false,1998
false,false,invited talks,false,"european telematics: advancing the information society conference, session ""an information society for all"", barcelona, spain, 4-7 february 1998",false,false,false,,317,tide-access,false,false,towards an information society for all: some critical issues,human-computer interaction,false,1998
false,false,invited talks,false,"european telematics: advancing the information society conference, session ""the achivements of telematics research"", barcelona, spain, 4-7 february 1998.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@7c8326a4,319,tide-access,true,false,tide access tp1001: development platform for unified access to enabling environments,accessibility,false,1998
false,false,proceedings of ercim workshops,false,"2nd ercim workshop on ""user interfaces for all"", prague, czech republic, 7-8 november 1996, 9 pages.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@77128dab,320,,true,false,agents classes for managing dialogue control specification complexity,agents,false,1996
false,false,proceedings of international workshops (full-paper reviewed),false,"2nd ercim workshop on ""user interfaces for all"", prague, czech republic, 7-8 november 1996, 10 pages.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@63429932,321,,true,false,"pim: a tool for building programming layers on top of toolkits, 10 pages.",user interface design,false,1996
false,true,proceedings of international conferences (full-paper reviewed),false,"in s. trigila, a. mullery, m. campolargo, h. vanderstraeten & m. mampaey (eds) intelligence in services and networks: technology for ubiquitous telecommunications services - proceedings of the 5th international conference on intelligence in services and networks (is&n '98), antwerp, belgium, 25-28 may 1998 (pp. 153-166). berlin: springer, lecture notes in computer science, 1430. available at: http://www.ics.forth.gr/proj/at-hci/files/avanti.zip.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@69ce2f62,415,acts-avanti,true,false,adaptable and adaptive user interfaces for disabled users in avanti project,user interfaces,false,1998
false,true,proceedings of international conferences (full-paper reviewed),false,"in s. chatty & p. dewan (eds), engineering for human-computer interaction - procs of the 7th ifip working conf. on engineering for human-computer interaction (ehci '98), heraklion, crete, 14-18 sep.  (pp.299-315) norwell ma, usa: kluwer academic publisher",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@c9d82f9,419,,true,false,support for iterative user interface prototyping: the sherlock guideline management system,human-computer interaction,false,1998
true,true,proceedings of international conferences and workshops (abstract reviewed),false,"13th annual conference ""technology and persons with disabilities"" (csun '98), los angeles, usa, 17-21 march 1998, 5 pages. available: http://www.dinf.org/csun_98/csun98.htm.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@6f012914,420,,true,false,designing user interfaces for all,user interface design,false,1998
false,false,project  deliverables,false,"acts ac042 avanti project deliverable, february 1998, 38 pages.",false,true,false,,421,acts-avanti,false,false,user interface final development,,false,1998
false,true,authored chapters in books and encyclopaedias,false,"in john lee (ed), ""intelligence and multimodality in multimedia interfaces: research and applications"", published by the aaai press, california, usa, 1997, 12 pages. also available electronically at url: http://www.aaai.org/e-book/lee/lee.html",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@18fdb6cf,422,tide-access,true,false,media/modalities allocation in intelligent multimedia user interfaces: towards a theory of media and modalities,user interfaces,false,1997
false,true,international journals,false,"augmentative and alternative communication (aac) journal, 15, 269-279.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@d02f8d,423,,true,false,access to lexical knowledge in modular interpersonal communication aids,communication aids,false,1999
false,true,proceedings of international conferences (full-paper reviewed),false,"in i. placencia porrero & e. ballabio (eds) improving the quality of life for the european citizen. technology for inclusive design and equality - proceedings of the 3rd tide congress, helsinki, finland, 23-25 june 1998. amsterdam: ios press, vol. 4, assistive technology research series.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@60baef24,424,tide-access,true,false,design for all in the tide access project,user interface design,false,1998
false,false,authored chapters in books and encyclopaedias,false,"in p. roe (ed.), bridging the gap? access to telecommunications for al, people (pp. 195-220). published by the commission of european communities. printed in switzerland: presses centrales lausanne sa. [on-line]. available at: http://www.tiresias.org/phoneability/bridging_the_gap/",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@61533ae,425,,true,false,future strategies,telecommunication services,false,2001
false,false,invited talks,false,"w3c web accessibility initiative workshop, santa clara, california, 6 april 1997",false,false,false,,432,,false,false,user adapted interaction on the web,web browsers,false,1997
false,false,invited talks,false,"8th acts concertation meeting, domain 5 meeting, workshop on services, brussels, belgium, 9 december 1997",false,false,false,,433,acts-avanti,false,false,adaptation of services for different users: the user interface,user interfaces,false,1997
false,false,invited talks,false,"10th acts conceration meeting, applications and security cluster, user interfaces workshop, brussels, belgium, 5 may 1998",false,false,false,,434,acts-avanti,false,false,adaptable and adaptive user interfaces,web browsers,false,1998
false,false,invited talks,false,"""money show"", ηράκλειο, κρήτη, 9 μαϊου 1998",false,false,false,,435,,false,false,προς μία κοινωνία της πληροφορίας για `ολους,information society,false,1998
false,false,seminars,false,"ημερίδα στα πλαίσια του προγράμματος ""`ισες ευκαιρίες για `ολους"" της δευτεροβάθμιας εκαίδευσης νομού ρεθύμνης, ινστιτούτο πληροφορικής, `ιδρυμα τεχνολογίας και `ερευνας, ηράκλειο, κρήτη, 9 μαϊου 1998",false,false,false,,436,horizon,false,false,`ισες ευκαιρίες για `ολους στην κοινωνία της πληροφορίας,information society,false,1998
false,false,invited talks,false,"διημερίδα περιφέρειας κρήτης ""φροντίδα των ατόμων με ειδικές ανάγκες στην κρήτη - σημερινές δυνατότητες και προοπτικές"", αγιος νικόλαος, κρήτη, 15 μαϊου 1998",false,false,false,,437,,false,false,προοπτικές `ενταξης των αμεα στην κοινωνία της πληροφορίας,information society,false,1998
false,false,invited talks,false,"ημερίδα στα πλαίσια της κοινοτικής πρωτοβουλίας ""απασχοληση"" του `αξονα horizon ""άτομα με ειδικές ανάγκες και νέες τεχνολογίες"", διοργάνωση: εταιρεία σπαστικών βορείου ελλάδος, θεσσαλονίκη, 25 μαϊου 1998",false,false,false,,438,,false,false,πρόσβαση των ατόμων με ειδικές ανάγκες στον παγκόσμιο ιστό,web browsers,false,1998
false,false,invited talks,false,"3η διημερίδα ιτε thessaloniki, greece, 30-31 may 1998",false,false,false,,439,,false,false,towards an information society for all: new opportunities and challenges,information society,false,1998
false,true,position papers in international conferences and workshops,false,"2nd workshop on adaptive hypertext and hypermedia held in conjuction with hypertext '98: 9th acm conference on hypertext and hypermedia, pittsburgh, pa, usa, 20-24 june 1998, 2 pages. available: (http://www.contrib.andrew.cmu.edu/~plb/ah98_workshop/)",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@732bb66d,440,acts-avanti,true,false,"adaptable and adaptive information access for all users, including disabled and elderly people",accessibility,false,1998
false,false,papers in panel sessions in international conferences,false,"second european conference on research and advanced technology for digital libraries (ecdl '98), heraklion, crete, greece, 21-23 september 1998, pp. 717-735.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@720653c2,442,,true,false,user interaction in digital libraries: coping with diversity through adaptation,human-computer interaction,false,1998
false,false,,false,"proposal submission to the iso 9241, technical committee 159 (2 pages), march 1997.",false,false,false,,443,,false,false,outline and rationale for further standardisation activities,human-computer interaction,false,1997
false,false,,false,,false,false,false,,448,,false,false,2nd european conference on research and advanced technology for digital libraries (ecdl '98),,false,
false,false,books - proceedings,false,"heraklion, crete, greece, 21-23 september 1998, lecture notes on computer science series of springer, lncs 1513, isbn 3-540-65101-2.",false,true,false,,449,,false,false,proceedings of the 2nd european conference on research and advanced technology for digital libraries (ecdl '98),digital libraries,false,1998
false,true,invited papers in international conferences,false,"2nd international congress on electronic media and citizenship in information society, helsinki, finland, 6-9 january 1999.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@45f24169,451,,true,false,developing an accessible information society,information society,false,1999
false,false,invited talks,false,"cost 219bis meeting, helsinki, finland, 21-22 june 1998",false,false,false,,453,tide-wai,false,false,accessibility & standardisation in the tide-wai project,accessibility,false,1998
false,false,invited talks,false,"ημερίδα περιφέρειας κρήτης στα πλαίσια του 2ου αναπτυξιακού συνεδρίου ""στρατηγική ανάπτυξης της κοινωνίας των πληροφοριών στην κρήτη"", ηράκλειο, κρήτη, 12 ιουνίου 1998",false,false,false,,454,,false,false,προς μία κοινωνία της πληροφορίας για `ολους: νέες ευκαιρίες και προκλήσεις,information society,false,1998
false,false,invited talks,false,"ημερίδα με θέμα ""τεχνολογίες πληροφορικής στην επαγγελματική αποκατάσταση ατόμων με ειδικές ανάγκες"" στα πλαίσια ολοκλήρωσης του έργου εστια της κοινοτικής πρωτοβουλίας "" απασχοληση"" του άξονα horizon, πανεπιστήμιο αθηνών, αθήνα, 30 ιουνίου 1998.",false,false,false,,455,horizon,false,false,επαγγελματική κατάρτιση ατόμων με ειδικές ανάγκες σε περιβάλλοντα εργασίας όπου χρησιμοποιούνται υπολογιστές,vocational training,false,1998
false,false,invited talks,false,"ημερίδα με θέμα ""τεχνολογίες πληροφορικής στην επαγγελματική αποκατάσταση ατόμων με ειδικές ανάγκες"", στα πλαίσια της ολοκλήρωσης του `εργου εστια, της πρωτοβουλίας ""απασχοληση' του `αξονα horizon, πανεπιστήμιο αθηνών, αθήνα, 30 ιουνίου 1998.",false,false,false,,456,horizon,false,false,εφαρμογές πρόσβασης ατόμων με ειδικές ανάγκες σε υπολογιστικά περιβάλλοντα,accessibility,false,1998
false,false,project  deliverables,false,"interim deliverable for the attract (appilications in telemedicine taking rapid advantage of cable television network evolution), june 1998, 19 pages.",false,true,false,,457,attract,false,false,forms for the collection of user requirements,,false,1998
false,false,editorials in books - proceedings,false,"prague, czech republic, 7-8 november 1996, 1 page. available at http://ui4all.ics.forth.gr/ui4all-96/proceedings.html",false,true,false,,458,,false,false,"2nd ercim workshop on ""towards user interfaces for all""",user interfaces,false,1996
false,false,editorials in books - proceedings,false,"heraklion, crete, greece,  21-23 september 1998, 1 page.",false,true,false,,459,,false,false,2nd european conference on research and advanced technology for digital libraries (ecdl '98),digital libraries,false,1998
false,false,position papers in ercim workshops,false,"in c. stephanidis & a. waern (eds), 4th ercim workshop on ""user interfaces for all"", stockholm, sweden, 19-21 october 1998,6 pages. available at http://www.ics.forth.gr/proj/at-hci/ui4all/ui4all-98/emiliani_ps.zip",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@6ad5923a,461,,true,false,focusing on an international r&d agenda for universal accessibility: reflections from the 2nd isf workshop,accessibility,false,1998
false,false,proceedings of international workshops (full-paper reviewed),false,"in c. stephanidis & a. waern (eds.), proceedings of the 4th ercim workshop on ""user interfaces for all"", stockholm, sweden, 19-21 october 1998, 17 pages.",true,true,false,net.ucanaccess.jdbc.ucanaccessblob@4463d9d3,463,,true,false,self-adapting web-based systems: towards universal accessibility,accessibility,false,1998
false,false,proceedings of international workshops (full-paper reviewed),false,"in c. stephanidis & a. waern (eds.), proceedings of the 4th ercim workshop on ""user interfaces for all"", stockholm, sweden, 19-21 october 1998, 13 pages.",true,true,false,,464,,false,false,universal accessibility in hci: press-oriented design guidelines and tool requirements,accessibility,false,1998
false,true,scientific newsletters,false,"acm sigcaph newsletter, no 62, september 1998, pp. 9-15.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@43b0ade,465,,true,false,"a report on the second meeting and workshop of the international scientific forum ""towards an information society for all""",information society,false,1998
false,false,proceedings of ercim workshops,false,"in c. stephanidis & a. waern (eds.), proceedings of the 4th ercim workshop on ""user interfaces for all"", stockholm, sweden, 19-21 october 1998, 13 pages.",false,true,false,net.ucanaccess.jdbc.ucanaccessblob@5395ea39,466,,true,false,universal accessibility in hci: process-oriented design guidelines and tool requirements,accessibility,false,1998
false,false,project  deliverables,false,"isf report, european commission, brussels, 1998.",false,false,false,,467,isf,false,false,"report on the second meeting  and workshop of the international scientific forum ""towards an information society for all""",information society,false,1998
false,false,demonstration of r&d project results at major international or national exhibitions,false,"2nd international scientific forum ""towards an information society for all""meeting and workshop, heraklion, crete, greece, 15-16 june 1998.",false,false,false,,468,isf,false,false,"demonstration of the avanti browser, focusing on the employment of adaptability and adaptivity techniques for the provision of universal accessibility",accessibility,false,1998
